time,foot1,foot2,hand1,hand2,pos1,pos2,result,score,bout
3:22:15,,,,,,,,,
3:22:16,,,,,,,,,
3:22:17,,,,,,,,,
3:22:18,,,,,,,,,
3:22:19,,ff,,,,,,,
3:22:20,,fs,,,,,,,
3:22:21,,,,,,,,,
3:22:22,,,,,,,,,
3:22:23,,,,,,,,,
3:22:24,,,,,,,,,
3:22:25,,,,,,,,,
3:22:26,,,,,,,,,
3:22:27,bf,ff,,,,,,,
3:22:28,bs,fs,,,,,,,
3:22:29,,,,,,,,,
3:23:00,,,,,,,,,
3:23:01,,,,,,,,,
3:23:02,,,,,,,,,
3:23:03,,,,,,,,,
3:23:04,,,,,,,,,
3:23:05,,,,,,,,,
3:23:06,,,,,,,,,
3:23:07,,,,,,,,,
3:23:08,,,,,,,,,
3:23:09,,,,,,,,,
3:23:10,,,,,,,,,
3:23:11,bf,,,,,,,,
3:23:12,bs,,,,,,,,
3:23:13,,,,,,,,,
3:23:14,,,,,,,,,
3:23:15,,,,,,,,,
3:23:16,,,,,,,,,
3:23:17,,ff,,,,,,,
3:23:18,,fs,,,,,,,
3:23:19,,,,,,,,,
3:23:20,,,,,,,,,
3:23:21,,,,,,,,,
3:23:22,,,,,,,,,
3:23:23,,,,,,,,,
3:23:24,,,,,,,,,
3:23:25,,,,,,,,,
3:23:26,,ff,,,,,,,
3:23:27,,fs,,,,,,,
3:23:28,,,,,,,,,
3:23:29,,,,,,,,,
3:24:00,bf,,,,,,,,
3:24:01,bs,,,,,,,,
3:24:02,,,,,,,,,
3:24:03,,,,,,,,,
3:24:04,,,,,,,,,
3:24:05,,,,,,,,,
3:24:06,,,,,,,,,
3:24:07,,,,,,,,,
3:24:08,,ff,,,,,,,
,,,,,,,a,2,
,,,,,,,,,15
3:37:07,fs,fs,,,,,,,
3:37:08,,,,,,,,,
3:37:09,,,,,,,,,
3:37:10,,,,,,,,,
3:37:11,,,,,,,,,
3:37:12,,,,,,,,,
3:37:13,,,,,,,,,
3:37:14,,,,,,,,,
3:37:15,,,,,,,,,
3:37:16,,,,,,,,,
3:37:17,,,,,,,,,
3:37:18,ff,ff,,,,,,,
3:37:19,fs,as,,,,,,,
3:37:20,,,,,,,,,
3:37:21,,,,,,,,,
3:37:22,,,,,,,,,
3:37:23,,,,,,,,,
3:37:24,ff,,,,,,,,
3:37:25,as,,,,,,,,
3:37:26,,,,,,,,,
3:37:27,,,,,,,,,
3:37:28,,,,,,,,,
3:37:29,,,,,,,,,
3:38:00,,,,,,,,,
3:38:01,,,,,,,,,
3:38:02,,,,,,,,,
3:38:03,af,,,,,,,,
3:38:04,,af,,,,,,,
,,,,,,,b,,
,,,,,,,,,16
3:46:29,fs,fs,,,,,,,
3:47:00,,,,,,,,,
3:47:01,,,,,,,,,
3:47:02,,,,,,,,,
3:47:03,,,,,,,,,
3:47:04,,,,,,,,,
3:47:05,,,,,,,,,
3:47:06,,,,,,,,,
3:47:07,,,,,,,,,
3:47:08,,,,,,,,,
3:47:09,,,,,,,,,
3:47:10,ff,ff,,,,,,,
3:47:11,fs,as,,,,,,,
3:47:12,,,,,,,,,
3:47:13,,,,,,,,,
3:47:14,,,,,,,,,
3:47:15,,,,,,,,,
3:47:16,,,,,,,,,
3:47:17,ff,,,,,,,,
3:47:18,as,,,,,,,,
3:47:19,,,,,,,,,
3:47:20,,,,,,,,,
3:47:21,,,,,,,,,
3:47:22,,,,,,,,,
3:47:23,,,,,,,,,
3:47:24,,,,,,,,,
3:47:25,af,af,,,,,,,
,,,,,,,b,,
,,,,,,,,,17
4:00:18,fs,fs,,,,,,,
4:00:19,,,,,,,,,
4:00:20,,,,,,,,,
4:00:21,,,,,,,,,
4:00:22,,,,,,,,,
4:00:23,,,,,,,,,
4:00:24,,,,,,,,,
4:00:25,,,,,,,,,
4:00:26,,,,,,,,,
4:00:27,,,,,,,,,
4:00:28,,,,,,,,,
4:00:29,ff,ff,,,,,,,
4:01:00,fs,as,,,,,,,
4:01:01,,,,,,,,,
4:01:02,,,,,,,,,
4:01:03,,,,,,,,,
4:01:04,,,,,,,,,
4:01:05,,,,,,,,,
4:01:06,,,,,,,,,
4:01:07,,,,,,,,,
4:01:08,,,,,,,,,
4:01:09,,,,,,,,,
4:01:10,ff,,,,,,,,
4:01:11,bs,,,,,,,,
4:01:12,,,,,,,,,
4:01:13,,af,,,,,,,
4:01:14,,,,,,,,,
4:01:15,,,,,,,,,
4:01:16,,,,,,,,,
4:01:17,,,,,,,,,
4:01:18,,,,,,,,,
4:01:19,,,,,,,,,
4:01:20,,,,,,,,,
4:01:21,bf,,,,,,,,
,,,,,,,a,1,
,,,,,,,,,18
4:12:16,fs,fs,,,,,,,
4:12:17,,,,,,,,,
4:12:18,,,,,,,,,
4:12:19,,,,,,,,,
4:12:20,,,,,,,,,
4:12:21,,,,,,,,,
4:12:22,,,,,,,,,
4:12:23,,,,,,,,,
4:12:24,,,,,,,,,
4:12:25,,,,,,,,,
4:12:26,ff,,,,,,,,
4:12:27,fs,ff,,,,,,,
4:12:28,,as,,,,,,,
4:12:29,,,,,,,,,
4:13:00,,,,,,,,,
4:13:01,,,,,,,,,
4:13:02,,,,,,,,,
4:13:03,,,,,,,,,
4:13:04,ff,,,,,,,,
4:13:05,as,,,,,,,,
4:13:06,,,,,,,,,
4:13:07,,,,,,,,,
4:13:08,,,,,,,,,
4:13:09,,,,,,,,,
4:13:10,,,,,,,,,
4:13:11,,,,,,,,,
4:13:12,,,,,,,,,
4:13:13,af,,,,,,,,
4:13:14,,,,,,,,,
4:13:15,,af,,,,,,,
,,,,,,,a,2,
,,,,,,,,,19
4:25:14,fs,fs,,,,,,,
4:25:15,,,,,,,,,
4:25:16,,,,,,,,,
4:25:17,,,,,,,,,
4:25:18,,,,,,,,,
4:25:19,,,,,,,,,
4:25:20,,,,,,,,,
4:25:21,,,,,,,,,
4:25:22,,,,,,,,,
4:25:23,,,,,,,,,
4:25:24,ff,,,,,,,,
4:25:25,fs,ff,,,,,,,
4:25:26,,as,,,,,,,
4:25:27,,,,,,,,,
4:25:28,,,,,,,,,
4:25:29,,,,,,,,,
4:26:00,,,,,,,,,
4:26:01,,,,,,,,,
4:26:02,,,,,,,,,
4:26:03,,,,,,,,,
4:26:04,ff,,,,,,,,
4:26:05,as,,,,,,,,
4:26:06,,,,,,,,,
4:26:07,,,,,,,,,
4:26:08,,,,,,,,,
4:26:09,,,,,,,,,
4:26:10,,,,,,,,,
4:26:11,,,,,,,,,
4:26:12,af,af,,,,,,,
,,,,,,,a,2,
,,,,,,,,,20
4:44:16,fs,,,,,,,,
4:44:17,,fs,,,,,,,
4:44:18,,,,,,,,,
4:44:19,,,,,,,,,
4:44:20,,,,,,,,,
4:44:21,,,,,,,,,
4:44:22,,,,,,,,,
4:44:23,,,,,,,,,
4:44:24,,,,,,,,,
4:44:25,,,,,,,,,
4:44:26,ff,,,,,,,,
4:44:27,fs,ff,,,,,,,
4:44:28,,fs,,,,,,,
4:44:29,,,,,,,,,
4:45:00,,,,,,,,,
4:45:01,,,,,,,,,
4:45:02,,,,,,,,,
4:45:03,ff,,,,,,,,
4:45:04,as,ff,,,,,,,
4:45:05,,bs,,,,,,,
4:45:06,,,,,,,,,
4:45:07,,,,,,,,,
4:45:08,,,,,,,,,
4:45:09,,,,,,,,,
4:45:10,,,,,,,,,
4:45:11,,,,,,,,,
4:45:12,af,,,,,,,,
4:45:13,,,,,,,,,
4:45:14,,,,,,,,,
4:45:15,,,,,,,,,
4:45:16,,,,,,,,,
4:45:17,,bf,,,,,,,
,,,,,,,a,2,
,,,,,,,,,21
5:09:29,fs,fs,,,,,,,
5:10:00,,,,,,,,,
5:10:01,,,,,,,,,
5:10:02,,,,,,,,,
5:10:03,,,,,,,,,
5:10:04,,,,,,,,,
5:10:05,,,,,,,,,
5:10:06,,,,,,,,,
5:10:07,,,,,,,,,
5:10:08,,,,,,,,,
5:10:09,,,,,,,,,
5:10:10,ff,,,,,,,,
5:10:11,fs,ff,,,,,,,
5:10:12,,fs,,,,,,,
5:10:13,,,,,,,,,
5:10:14,,,,,,,,,
5:10:15,,,,,,,,,
5:10:16,,,,,,,,,
5:10:17,,,,,,,,,
5:10:18,,,,,,,,,
5:10:19,,,,,,,,,
5:10:20,ff,,,,,,,,
5:10:21,as,,,,,,,,
5:10:22,,,,,,,,,
5:10:23,,,,,,,,,
5:10:24,,,,,,,,,
5:10:25,,ff,,,,,,,
5:10:26,,bs,,,,,,,
5:10:27,,,,,,,,,
5:10:28,,,,,,,,,
5:10:29,,,,,,,,,
5:11:00,,,,,,,,,
5:11:01,af,,,,,,,,
5:11:02,,,,,,,,,
5:11:03,,bf,,,,,,,
,,,,,,,a,1,
,,,,,,,,,22
5:21:27,fs,fs,,,,,,,
5:21:28,,,,,,,,,
5:21:29,,,,,,,,,
5:22:00,,,,,,,,,
5:22:01,,,,,,,,,
5:22:02,,,,,,,,,
5:22:03,,,,,,,,,
5:22:04,,,,,,,,,
5:22:05,,,,,,,,,
5:22:06,,ff,,,,,,,
5:22:07,ff,as,,,,,,,
5:22:08,fs,,,,,,,,
5:22:09,,,,,,,,,
5:22:10,,,,,,,,,
5:22:11,,,,,,,,,
5:22:12,,,,,,,,,
5:22:13,,,,,,,,,
5:22:14,,,,,,,,,
5:22:15,,,,,,,,,
5:22:16,,,,,,,,,
5:22:17,ff,,,,,,,,
5:22:18,bs,,,,,,,,
5:22:19,,,,,,,,,
5:22:20,,,,,,,,,
5:22:21,,,,,,,,,
5:22:22,,af,,,,,,,
5:22:23,,,,,,,,,
5:22:24,,,,,,,,,
5:22:25,,,,,,,,,
5:22:26,,,,,,,,,
5:22:27,,,,,,,,,
5:22:28,bf,,,,,,,,
,,,,,,,a,2,
,,,,,,,,,23
5:29:00,fs,,,,,,,,
5:29:01,,fs,,,,,,,
5:29:02,,,,,,,,,
5:29:03,,,,,,,,,
5:29:04,,,,,,,,,
5:29:05,,,,,,,,,
5:29:06,,,,,,,,,
5:29:07,,,,,,,,,
5:29:08,,,,,,,,,
5:29:09,ff,,,,,,,,
5:29:10,fs,,,,,,,,
5:29:11,,,,,,,,,
5:29:12,,,,,,,,,
5:29:13,,,,,,,,,
5:29:14,,ff,,,,,,,
5:29:15,,as,,,,,,,
5:29:16,,,,,,,,,
5:29:17,,,,,,,,,
5:29:18,,,,,,,,,
5:29:19,,,,,,,,,
5:29:20,ff,,,,,,,,
5:29:21,bs,,,,,,,,
5:29:22,,,,,,,,,
5:29:23,,,,,,,,,
5:29:24,,,,,,,,,
5:29:25,,,,,,,,,
5:29:26,,,,,,,,,
5:29:27,,af,,,,,,,
5:29:28,,,,,,,,,
5:29:29,,,,,,,,,
5:30:00,,,,,,,,,
5:30:01,,,,,,,,,
5:30:02,,,,,,,,,
5:30:03,,,,,,,,,
5:30:04,,,,,,,,,
5:30:05,,,,,,,,,
5:30:06,bf,,,,,,,,
,,,,,,,a,1,
,,,,,,,,,24
5:39:29,fs,fs,,,,,,,
5:40:00,,,,,,,,,
5:40:01,,,,,,,,,
5:40:02,,,,,,,,,
5:40:03,,,,,,,,,
5:40:04,,,,,,,,,
5:40:05,,ff,,,,,,,
5:40:06,ff,fs,,,,,,,
5:40:07,fs,,,,,,,,
5:40:08,,,,,,,,,
5:40:09,,,,,,,,,
5:40:10,,,,,,,,,
5:40:11,,,,,,,,,
5:40:12,,ff,,,,,,,
5:40:13,,as,,,,,,,
5:40:14,ff,,,,,,,,
5:40:15,as,,,,,,,,
5:40:16,,,,,,,,,
5:40:17,,,,,,,,,
5:40:18,,,,,,,,,
5:40:19,,,,,,,,,
5:40:20,,,,,,,,,
5:40:21,,,,,,,,,
5:40:22,af,,,,,,,,
5:40:23,,,,,,,,,
5:40:24,,af,,,,,,,
,,,,,,,a,1,
,,,,,,,,,25
5:50:08,fs,fs,,,,,,,
5:50:09,,,,,,,,,
5:50:10,,,,,,,,,
5:50:11,,,,,,,,,
5:50:12,,,,,,,,,
5:50:13,,,,,,,,,
5:50:14,,,,,,,,,
5:50:15,,,,,,,,,
5:50:16,,,,,,,,,
5:50:17,,,,,,,,,
5:50:18,ff,ff,,,,,,,
5:50:19,as,as,,,,,,,
5:50:20,,,,,,,,,
5:50:21,,,,,,,,,
5:50:22,,,,,,,,,
5:50:23,,,,,,,,,
5:50:24,,,,,,,,,
5:50:25,,,,,,,,,
5:50:26,,,,,,,,,
5:50:27,,,,,,,,,
5:50:28,,,,,,,,,
5:50:29,af,,,,,,,,
5:51:00,,,,,,,,,
5:51:01,,,,,,,,,
5:51:02,,,,,,,,,
5:51:03,,af,,,,,,,
,,,,,,,b,,
,,,,,,,,,26
5:59:22,fs,fs,,,,,,,
5:59:23,,,,,,,,,
5:59:24,,,,,,,,,
5:59:25,,,,,,,,,
5:59:26,,,,,,,,,
5:59:27,,,,,,,,,
5:59:28,,,,,,,,,
5:59:29,,,,,,,,,
6:00:00,,,,,,,,,
6:00:01,,,,,,,,,
6:00:02,,ff,,,,,,,
6:00:03,ff,fs,,,,,,,
6:00:04,as,,,,,,,,
6:00:05,,,,,,,,,
6:00:06,,,,,,,,,
6:00:07,,,,,,,,,
6:00:08,,,,,,,,,
6:00:09,,ff,,,,,,,
6:00:10,,bs,,,,,,,
6:00:11,,,,,,,,,
6:00:12,,,,,,,,,
6:00:13,,,,,,,,,
6:00:14,,,,,,,,,
6:00:15,,,,,,,,,
6:00:16,,,,,,,,,
6:00:17,,,,,,,,,
6:00:18,af,,,,,,,,
6:00:19,bs,,,,,,,,
6:00:20,,,,,,,,,
6:00:21,,,,,,,,,
6:00:22,,,,,,,,,
6:00:23,,,,,,,,,
6:00:24,,,,,,,,,
6:00:25,,,,,,,,,
6:00:26,,,,,,,,,
6:00:27,,,,,,,,,
6:00:28,bf,bf,,,,,,,
,,,,,,,r,2,
,,,,,,,,,27
6:11:29,fs,fs,,,,,,,
6:12:00,,,,,,,,,
6:12:01,,,,,,,,,
6:12:02,,,,,,,,,
6:12:03,,,,,,,,,
6:12:04,,,,,,,,,
6:12:05,,,,,,,,,
6:12:06,,,,,,,,,
6:12:07,,,,,,,,,
6:12:08,,ff,,,,,,,
6:12:09,ff,fs,,,,,,,
6:12:10,fs,,,,,,,,
6:12:11,,,,,,,,,
6:12:12,,,,,,,,,
6:12:13,,,,,,,,,
6:12:14,,,,,,,,,
6:12:15,,,,,,,,,
6:12:16,,,,,,,,,
6:12:17,,,,,,,,,
6:12:18,ff,ff,,,,,,,
6:12:19,bs,bs,,,,,,,
6:12:20,,,,,,,,,
6:12:21,,,,,,,,,
6:12:22,,,,,,,,,
6:12:23,,,,,,,,,
6:12:24,,,,,,,,,
6:12:25,,,,,,,,,
6:12:26,,,,,,,,,
6:12:27,,,,,,,,,
6:12:28,bf,,,,,,,,
6:12:29,fs,,,,,,,,
6:13:00,,,,,,,,,
6:13:01,,bf,,,,,,,
6:13:02,,bs,,,,,,,
6:13:03,,,,,,,,,
6:13:04,,,,,,,,,
6:13:05,,,,,,,,,
6:13:06,,,,,,,,,
6:13:07,ff,,,,,,,,
6:13:08,fs,,,,,,,,
6:13:09,,,,,,,,,
6:13:10,,,,,,,,,
6:13:11,,bf,,,,,,,
6:13:12,,bs,,,,,,,
6:13:13,,,,,,,,,
6:13:14,,,,,,,,,
6:13:15,,,,,,,,,
6:13:16,,,,,,,,,
6:13:17,ff,,,,,,,,
6:13:18,fs,,,,,,,,
6:13:19,,,,,,,,,
6:13:20,,,,,,,,,
6:13:21,,,,,,,,,
6:13:22,,,,,,,,,
6:13:23,,,,,,,,,
6:13:24,,,,,,,,,
6:13:25,,,,,,,,,
6:13:26,,bf,,,,,,,
6:13:27,,bs,,,,,,,
6:13:28,,,,,,,,,
6:13:29,,,,,,,,,
6:14:00,,,,,,,,,
6:14:01,,,,,,,,,
6:14:02,ff,,,,,,,,
6:14:03,fs,,,,,,,,
6:14:04,,,,,,,,,
6:14:05,,,,,,,,,
6:14:06,,,,,,,,,
6:14:07,,,,,,,,,
6:14:08,,,,,,,,,
6:14:09,,,,,,,,,
6:14:10,ff,,,,,,,,
6:14:11,fs,,,,,,,,
6:14:12,,bf,,,,,,,
6:14:13,,bs,,,,,,,
6:14:14,,,,,,,,,
6:14:15,,,,,,,,,
6:14:16,,,,,,,,,
6:14:17,,,,,,,,,
6:14:18,,,,,,,,,
6:14:19,,,,,,,,,
6:14:20,,,,,,,,,
6:14:21,,,,,,,,,
6:14:22,,,,,,,,,
6:14:23,ff,bf,,,,,,,
6:14:24,fs,bs,,,,,,,
6:14:25,,,,,,,,,
6:14:26,,,,,,,,,
6:14:27,,,,,,,,,
6:14:28,,,,,,,,,
6:14:29,ff,,,,,,,,
6:15:00,fs,,,,,,,,
6:15:01,,,,,,,,,
6:15:02,,,,,,,,,
6:15:03,,,,,,,,,
6:15:04,,bf,,,,,,,
6:15:05,,fs,,,,,,,
6:15:06,,,,,,,,,
6:15:07,,,,,,,,,
6:15:08,,,,,,,,,
6:15:09,,,,,,,,,
6:15:10,,,,,,,,,
6:15:11,,,,,,,,,
6:15:12,,,,,,,,,
6:15:13,,,,,,,,,
6:15:14,,,,,,,,,
6:15:15,,ff,,,,,,,
6:15:16,,fs,,,,,,,
6:15:17,,,,,,,,,
6:15:18,,,,,,,,,
6:15:19,ff,,,,,,,,
6:15:20,fs,,,,,,,,
6:15:21,,,,,,,,,
6:15:22,,,,,,,,,
6:15:23,,,,,,,,,
6:15:24,,,,,,,,,
6:15:25,,,,,,,,,
6:15:26,,,,,,,,,
6:15:27,,,,,,,,,
6:15:28,,,,,,,,,
6:15:29,,,,,,,,,
6:16:00,ff,,,,,,,,
6:16:01,,,,,,,,,
6:16:02,,,,,,,,,
6:16:03,,ff,,,,,,,
,,,,,,,a,1,
,,,,,,,,,28
6:29:00,fs,fs,,,,,,,
6:29:01,,,,,,,,,
6:29:02,,,,,,,,,
6:29:03,,,,,,,,,
6:29:04,,,,,,,,,
6:29:05,,,,,,,,,
6:29:06,,,,,,,,,
6:29:07,,,,,,,,,
6:29:08,,,,,,,,,
6:29:09,,,,,,,,,
6:29:10,,ff,,,,,,,
6:29:11,ff,fs,,,,,,,
6:29:12,fs,,,,,,,,
6:29:13,,,,,,,,,
6:29:14,,,,,,,,,
6:29:15,,,,,,,,,
6:29:16,,,,,,,,,
6:29:17,,,,,,,,,
6:29:18,,,,,,,,,
6:29:19,,,,,,,,,
6:29:20,ff,,,,,,,,
6:29:21,bs,ff,,,,,,,
6:29:22,,bs,,,,,,,
6:29:23,,,,,,,,,
6:29:24,,,,,,,,,
6:29:25,,,,,,,,,
6:29:26,,,,,,,,,
6:29:27,,,,,,,,,
6:29:28,,,,,,,,,
6:29:29,,,,,,,,,
6:30:00,,,,,,,,,
6:30:01,,,,,,,,,
6:30:02,bf,bf,,,,,,,
6:30:03,as,fs,,,,,,,
6:30:04,,,,,,,,,
6:30:05,,,,,,,,,
6:30:06,,,,,,,,,
6:30:07,,,,,,,,,
6:30:08,,,,,,,,,
6:30:09,,,,,,,,,
6:30:10,,,,,,,,,
6:30:11,,,,,,,,,
6:30:12,,,,,,,,,
6:30:13,,ff,,,,,,,
6:30:14,,bs,,,,,,,
6:30:15,,,,,,,,,
6:30:16,,,,,,,,,
6:30:17,,,,,,,,,
6:30:18,af,,,,,,,,
6:30:19,,,,,,,,,
6:30:20,,,,,,,,,
6:30:21,,,,,,,,,
6:30:22,,,,,,,,,
6:30:23,,,,,,,,,
6:30:24,,,,,,,,,
6:30:25,,,,,,,,,
6:30:26,,,,,,,,,
6:30:27,,,,,,,,,
6:30:28,fs,,,,,,,,
6:30:29,,,,,,,,,
6:31:00,,,,,,,,,
6:31:01,,,,,,,,,
6:31:02,,,,,,,,,
6:31:03,,,,,,,,,
6:31:04,,,,,,,,,
6:31:05,,,,,,,,,
6:31:06,,,,,,,,,
6:31:07,,bf,,,,,,,
6:31:08,,,,,,,,,
6:31:09,,,,,,,,,
6:31:10,ff,,,,,,,,
6:31:11,fs,,,,,,,,
6:31:12,,,,,,,,,
6:31:13,,,,,,,,,
6:31:14,,,,,,,,,
6:31:15,,,,,,,,,
6:31:16,,,,,,,,,
6:31:17,,,,,,,,,
6:31:18,,,,,,,,,
6:31:19,ff,,,,,,,,
6:31:20,bs,,,,,,,,
6:31:21,,,,,,,,,
6:31:22,,,,,,,,,
6:31:23,,,,,,,,,
6:31:24,,,,,,,,,
6:31:25,,,,,,,,,
6:31:26,,,,,,,,,
6:31:27,bf,,,,,,,,
6:31:28,bs,,,,,,,,
6:31:29,,fs,,,,,,,
6:32:00,,,,,,,,,
6:32:01,,,,,,,,,
6:32:02,,,,,,,,,
6:32:03,,,,,,,,,
6:32:04,,,,,,,,,
6:32:05,,,,,,,,,
6:32:06,,,,,,,,,
6:32:07,,,,,,,,,
6:32:08,,,,,,,,,
6:32:09,bf,,,,,,,,
6:32:10,bs,,,,,,,,
6:32:11,,,,,,,,,
6:32:12,,ff,,,,,,,
6:32:13,,as,,,,,,,
6:32:14,,,,,,,,,
6:32:15,,,,,,,,,
6:32:16,,,,,,,,,
6:32:17,,,,,,,,,
6:32:18,bf,,,,,,,,
6:32:19,,,,,,,,,
6:32:20,,,,,,,,,
6:32:21,,,,,,,,,
6:32:22,,,,,,,,,
6:32:23,,,,,,,,,
6:32:24,,af,,,,,,,
,,,,,,,a,2,
,,,,,,,,,29
6:47:00,fs,fs,,,,,,,
6:47:01,,,,,,,,,
6:47:02,,,,,,,,,
6:47:03,,,,,,,,,
6:47:04,,,,,,,,,
6:47:05,,,,,,,,,
6:47:06,,,,,,,,,
6:47:07,,,,,,,,,
6:47:08,,,,,,,,,
6:47:09,,,,,,,,,
6:47:10,,,,,,,,,
6:47:11,ff,,,,,,,,
6:47:12,fs,ff,,,,,,,
6:47:13,,as,,,,,,,
6:47:14,,,,,,,,,
6:47:15,,,,,,,,,
6:47:16,,,,,,,,,
6:47:17,,,,,,,,,
6:47:18,,,,,,,,,
6:47:19,,,,,,,,,
6:47:20,ff,,,,,,,,
6:47:21,as,,,,,,,,
6:47:22,,,,,,,,,
6:47:23,,,,,,,,,
6:47:24,,,,,,,,,
6:47:25,,,,,,,,,
6:47:26,,,,,,,,,
6:47:27,af,af,,,,,,,
,,,,,,,b,,
,,,,,,,,,30
6:59:12,,fs,,,,,,,
6:59:13,fs,,,,,,,,
6:59:14,,,,,,,,,
6:59:15,,,,,,,,,
6:59:16,,,,,,,,,
6:59:17,,,,,,,,,
6:59:18,,,,,,,,,
6:59:19,,,,,,,,,
6:59:20,,ff,,,,,,,
6:59:21,,fs,,,,,,,
6:59:22,,,,,,,,,
6:59:23,,,,,,,,,
6:59:24,ff,,,,,,,,
6:59:25,fs,,,,,,,,
6:59:26,,,,,,,,,
6:59:27,,,,,,,,,
6:59:28,,,,,,,,,
6:59:29,,ff,,,,,,,
7:00:00,,as,,,,,,,
7:00:01,,,,,,,,,
7:00:02,ff,,,,,,,,
7:00:03,as,,,,,,,,
7:00:04,,,,,,,,,
7:00:05,,,,,,,,,
7:00:06,,,,,,,,,
7:00:07,,,,,,,,,
7:00:08,,,,,,,,,
7:00:09,,,,,,,,,
7:00:10,af,af,,,,,,,
,,,,,,,a,1,
,,,,,,,,,31
7:13:11,fs,fs,,,,,,,
7:13:12,,,,,,,,,
7:13:13,,,,,,,,,
7:13:14,,,,,,,,,
7:13:15,,,,,,,,,
7:13:16,,,,,,,,,
7:13:17,,,,,,,,,
7:13:18,,,,,,,,,
7:13:19,,,,,,,,,
7:13:20,,,,,,,,,
7:13:21,,,,,,,,,
7:13:22,,ff,,,,,,,
7:13:23,ff,as,,,,,,,
7:13:24,as,,,,,,,,
7:13:25,,,,,,,,,
7:13:26,,,,,,,,,
7:13:27,,,,,,,,,
7:13:28,,,,,,,,,
7:13:29,,,,,,,,,
7:14:00,,,,,,,,,
7:14:01,,,,,,,,,
7:14:02,,,,,,,,,
7:14:03,,,,,,,,,
7:14:04,,,,,,,,,
7:14:05,,,,,,,,,
7:14:06,af,af,,,,,,,
,,,,,,,b,,
,,,,,,,,,32
7:14:09,fs,fs,,,,,,,
7:14:10,,,,,,,,,
7:14:11,,,,,,,,,
7:14:12,,,,,,,,,
7:14:13,,,,,,,,,
7:14:14,,,,,,,,,
7:14:15,,,,,,,,,
7:14:16,,,,,,,,,
7:14:17,,,,,,,,,
7:14:18,,,,,,,,,
7:14:19,,,,,,,,,
7:14:20,,,,,,,,,
7:14:21,,,,,,,,,
7:14:22,,,,,,,,,
7:14:23,,ff,,,,,,,
7:14:24,,as,,,,,,,
7:14:25,ff,,,,,,,,
7:14:26,fs,,,,,,,,
7:14:27,,,,,,,,,
7:14:28,,,,,,,,,
7:14:29,,,,,,,,,
7:15:00,,,,,,,,,
7:15:01,,,,,,,,,
7:15:02,,,,,,,,,
7:15:03,ff,,,,,,,,
7:15:04,bs,,,,,,,,
7:15:05,,,,,,,,,
7:15:06,,,,,,,,,
7:15:07,,,,,,,,,
7:15:08,,,,,,,,,
7:15:09,,,,,,,,,
7:15:10,,,,,,,,,
7:15:11,,,,,,,,,
7:15:12,,,,,,,,,
7:15:13,,af,,,,,,,
7:15:14,,,,,,,,,
7:15:15,,,,,,,,,
7:15:16,,,,,,,,,
7:15:17,,,,,,,,,
7:15:18,,,,,,,,,
7:15:19,bf,,,,,,,,
,,,,,,,r,1,
,,,,,,,,,33
7:36:14,fs,fs,,,,,,,
7:36:15,,,,,,,,,
7:36:16,,,,,,,,,
7:36:17,,,,,,,,,
7:36:18,,,,,,,,,
7:36:19,,,,,,,,,
7:36:20,,,,,,,,,
7:36:21,,,,,,,,,
7:36:22,,,,,,,,,
7:36:23,,,,,,,,,
7:36:24,ff,ff,,,,,,,
7:36:25,fs,fs,,,,,,,
7:36:26,,,,,,,,,
7:36:27,,,,,,,,,
7:36:28,,,,,,,,,
7:36:29,,,,,,,,,
7:37:00,,,,,,,,,
7:37:01,,,,,,,,,
7:37:02,ff,,,,,,,,
7:37:03,as,ff,,,,,,,
7:37:04,,bs,,,,,,,
7:37:05,,,,,,,,,
7:37:06,,,,,,,,,
7:37:07,,,,,,,,,
7:37:08,,,,,,,,,
7:37:09,,,,,,,,,
7:37:10,,,,,,,,,
7:37:11,,,,,,,,,
7:37:12,af,,,,,,,,
7:37:13,bs,,,,,,,,
7:37:14,,,,,,,,,
7:37:15,,bf,,,,,,,
7:37:16,,bs,,,,,,,
7:37:17,,,,,,,,,
7:37:18,,,,,,,,,
7:37:19,,,,,,,,,
7:37:20,,,,,,,,,
7:37:21,,,,,,,,,
7:37:22,,,,,,,,,
7:37:23,,,,,,,,,
7:37:24,,,,,,,,,
7:37:25,,,,,,,,,
7:37:26,,,,,,,,,
7:37:27,,bf,,,,,,,
7:37:28,,,,,,,,,
7:37:29,,,,,,,,,
7:38:00,,,,,,,,,
7:38:01,,,,,,,,,
7:38:02,,,,,,,,,
7:38:03,,,,,,,,,
7:38:04,,,,,,,,,
7:38:05,,,,,,,,,
7:38:06,,,,,,,,,
7:38:07,,,,,,,,,
7:38:08,,,,,,,,,
7:38:09,,,,,,,,,
7:38:10,,,,,,,,,
7:38:11,,,,,,,,,
7:38:12,bf,,,,,,,,
,,,,,,,i,,
,,,,,,,,,34
8:07:21,fs,fs,,,,,,,
8:07:22,,,,,,,,,
8:07:23,,,,,,,,,
8:07:24,,,,,,,,,
8:07:25,,,,,,,,,
8:07:26,,,,,,,,,
8:07:27,,,,,,,,,
8:07:28,,,,,,,,,
8:07:29,,,,,,,,,
8:08:00,,,,,,,,,
8:08:01,,,,,,,,,
8:08:02,,ff,,,,,,,
8:08:03,ff,fs,,,,,,,
8:08:04,as,,,,,,,,
8:08:05,,,,,,,,,
8:08:06,,,,,,,,,
8:08:07,,,,,,,,,
