time,foot1,foot2,hand1,hand2,pos1,pos2,ground,result,flow,score,bout
,,,,,,,,,,,1
9:07:06,fs,fs,,,,,,,,,
9:07:07,,,,,,,,,,,
9:07:08,,,,,,,,,,,
9:07:09,,,,,,,,,,,
9:07:10,,,,,,,,,,,
9:07:11,,,,,,,,,,,
9:07:12,,,,,,,,,,,
9:07:13,,,,,,,,,,,
9:07:14,,,,,,,,,,,
9:07:15,ff,ff,,,,,,,,,
9:07:16,as,fs,,,,,,,,,
9:07:17,,,,,,,,,,,
9:07:18,,,,,,,,,,,
9:07:19,,,,,,,,,,,
9:07:20,,,,,,,,,,,
9:07:21,,,,,,,,,,,
9:07:22,,,,,,,,,,,
9:07:23,,ff,,,,,,,,,
9:07:24,,bs,,,,,,,,,
9:07:25,,,,,,,,,,,
9:07:26,,,,,,,,,,,
9:07:27,,,,,,,,,,,
9:07:28,,,,,,,,,,,
9:07:29,,,as,,,,,,,,
9:08:00,,,,,,,,,,,
9:08:01,af,,,,,,,,,,
9:08:02,,,,,,,,,,,
9:08:03,,,,,,,,,,,
9:08:04,,,af,,,,,,,,
9:08:05,,,,,,,,,,,
9:08:06,,,,,,,,,,,
9:08:07,,,,,,,,,,,
9:08:08,,,,,,,,,,,
9:08:09,,,,,,,,,,,
9:08:10,,,,,,,,,,,
9:08:11,,,,,,,,,,,
9:08:12,,bf,,,,,,,,,
9:08:13,,bs,,,,,,,,,
9:08:14,,,,,,,,,,,
9:08:15,,,,,,,,,,,
9:08:16,,,,,,,,,,,
9:08:17,,,,,,,,,,,
9:08:18,,,,,,,,,,,
9:08:19,,,,,,,,,,,
9:08:20,,,,,,,,,,,
9:08:21,,,,,,,,,,,
9:08:22,fs,,,,,,,,,,
9:08:23,,,,,,,,,,,
9:08:24,,,,,,,,,,,
9:08:25,,,,,,,,,,,
9:08:26,,,,,,,,,,,
9:08:27,,,,,,,,,,,
9:08:28,,,,,,,,,,,
9:08:29,,,,,,,,,,,
9:09:00,,,,,,,,,,,
9:09:01,,,,,,,,,,,
9:09:02,,,,,,,,,,,
9:09:03,,,,,,,,,,,
9:09:04,,bf,,,,,,,,,
9:09:05,,fs,,,,,,,,,
9:09:06,ff,,,,,,,,,,
9:09:07,bs,,,,,,,,,,
9:09:08,,,,,,,,,,,
9:09:09,,,,,,,,,,,
9:09:10,,,,,,,,,,,
9:09:11,,,,,,,,,,,
9:09:12,,,,,,,,,,,
9:09:13,,,,,,,,,,,
9:09:14,bf,,,,,,,,,,
9:09:15,bs,,,,,,,,,,
9:09:16,,,,,,,,,,,
9:09:17,,,,,,,,,,,
9:09:18,,,,,,,,,,,
9:09:19,,,,,,,,,,,
9:09:20,,,,,,,,,,,
9:09:21,,,,,,,,,,,
9:09:22,,,,,,,,,,,
9:09:23,,,,,,,,,,,
9:09:24,,,,,,,,,,,
9:09:25,,,,,,,,,,,
9:09:26,,ff,,,,,,,,,
9:09:27,,fs,,,,,,,,,
9:09:28,bf,,,,,,,,,,
9:09:29,bs,,,,,,,,,,
9:10:00,,,,,,,,,,,
9:10:01,,,,,,,,,,,
9:10:02,,,,,,,,,,,
9:10:03,,,,,,,,,,,
9:10:04,,ff,,,,,,,,,
9:10:05,,as,,,,,,,,,
9:10:06,,,,,,,,,,,
9:10:07,,,,,,,,,,,
9:10:08,,,,,,,,,,,
9:10:09,,,,,,,,,,,
9:10:10,bf,,cs,,,,,,,,
9:10:11,bs,,,,,,,,,,
9:10:12,,,,,,,,,,,
9:10:13,,,,,,,,,,,
9:10:14,,,,as,,,,,,,
9:10:15,,,,,,,,,,,
9:10:16,,,,,,,,,,,
9:10:17,,,,,,,,,,,
9:10:18,,af,h,,,,,,,,
9:10:19,,,,h,,,,,,,
,,,,,,,,a,fbbbff,2,
,,,,,,,,,,,23
9:31:11,fs,fs,,,,,,,,,
9:31:12,,,,,,,,,,,
9:31:13,,,,,,,,,,,
9:31:14,,,,,,,,,,,
9:31:15,,,,,,,,,,,
9:31:16,,,,,,,,,,,
9:31:17,,,,,,,,,,,
9:31:18,,,,,,,,,,,
9:31:19,ff,,,,,,,,,,
9:31:20,as,,,,,,,,,,
9:31:21,,ff,,,,,,,,,
9:31:22,,as,,,,,,,,,
9:31:23,,,,,,,,,,,
9:31:24,,,,,,,,,,,
9:31:25,,,,,,,,,,,
9:31:26,,,,,,,,,,,
9:31:27,,,,,,,,,,,
9:31:28,,,,,,,,,,,
9:31:29,,,,,,,,,,,
9:32:00,,,as,,,,,,,,
9:32:01,,,,as,,,,,,,
9:32:02,,,h,,,,,,,,
9:32:03,,,,,,,,,,,
9:32:04,af,,,h,,,,,,,
9:32:05,,af,,,,,,,,,
,,,,,,,,b,ffb,,
,,,,,,,,,,,24
9:41:12,fs,fs,,,,,,,,,
9:41:13,,,,,,,,,,,
9:41:14,,,,,,,,,,,
9:41:15,,,,,,,,,,,
9:41:16,,,,,,,,,,,
9:41:17,,,,,,,,,,,
9:41:18,,,,,,,,,,,
9:41:19,,,,,,,,,,,
9:41:20,,,,,,,,,,,
9:41:21,ff,ff,,,,,,,,,
9:41:22,fs,fs,,,,,,,,,
9:41:23,,,,,,,,,,,
9:41:24,,,,,,,,,,,
9:41:25,,,,,,,,,,,
9:41:26,,,,,,,,,,,
9:41:27,,,,,,,,,,,
9:41:28,,ff,,,,,,,,,
9:41:29,,as,,,,,,,,,
9:42:00,,,,,,,,,,,
9:42:01,ff,,,,,,,,,,
9:42:02,bs,,,,,,,,,,
9:42:03,,,,,,,,,,,
9:42:04,,,,,,,,,,,
9:42:05,,,,,,,,,,,
9:42:06,,af,ps,as,,,,,,,
9:42:07,,,,,,,,,,,
9:42:08,,,pf,,,,,,,,
9:42:09,,,as,,,,,,,,
9:42:10,,,,,,,,,,,
9:42:11,,,,h,,,,,,,
9:42:12,bf,,,,,,,,,,
9:42:13,bs,,,,,,,,,,
9:42:14,,,h,,,,,,,,
9:42:15,,,,,,,,,,,
9:42:16,,,,,,,,,,,
9:42:17,,,,,,,,,,,
9:42:18,,,,,,,,,,,
9:42:19,,,,,,,,,,,
9:42:20,,,,,,,,,,,
9:42:21,,,,,,,,,,,
9:42:22,bf,,,,,,,,,,
,,,,,,,,a,bfa,1,
,,,,,,,,,,,25
9:59:00,fs,fs,,,,,,,,,
9:59:01,,,,,,,,,,,
9:59:02,,,,,,,,,,,
9:59:03,,,,,,,,,,,
9:59:04,,,,,,,,,,,
9:59:05,,,,,,,,,,,
9:59:06,,,,,,,,,,,
9:59:07,,,,,,,,,,,
9:59:08,,,,,,,,,,,
9:59:09,ff,,,,,,,,,,
9:59:10,fs,ff,,,,,,,,,
9:59:11,,fs,,,,,,,,,
9:59:12,,,,,,,,,,,
9:59:13,,,,,,,,,,,
9:59:14,,,,,,,,,,,
9:59:15,,,,,,,,,,,
9:59:16,,,,,,,,,,,
9:59:17,,,,,,,,,,,
9:59:18,ff,ff,,,,,,,,,
9:59:19,bs,bs,,,,,,,,,
9:59:20,,,,,,,,,,,
9:59:21,,,,,,,,,,,
9:59:22,bf,,,,,,,,,,
9:59:23,fs,,,,,,,,,,
9:59:24,,,,,,,,,,,
9:59:25,,,,,,,,,,,
9:59:26,,,,,,,,,,,
9:59:27,,,,,,,,,,,
9:59:28,,,,,,,,,,,
9:59:29,ff,bf,,,,,,,,,
10:00:00,as,as,,,,,,,,,
10:00:01,,,,,,,,,,,
10:00:02,,,,,,,,,,,
10:00:03,,,,,,,,,,,
10:00:04,,,as,,,,,,,,
10:00:05,,,,as,,,,,,,
10:00:06,,,h,,,,,,,,
10:00:07,,,,,,,,,,,
10:00:08,af,,,h,,,,,,,
10:00:09,,,,,,,,,,,
10:00:10,,af,,,,,,,,,
,,,,,,,,b,bbffb,,
,,,,,,,,,,,26
10:10:03,fs,fs,,,,,,,,,
10:10:04,,,,,,,,,,,
10:10:05,,,,,,,,,,,
10:10:06,,,,,,,,,,,
10:10:07,,,,,,,,,,,
10:10:08,,,,,,,,,,,
10:10:09,,,,,,,,,,,
10:10:10,,ff,,,,,,,,,
10:10:11,,fs,,,,,,,,,
10:10:12,ff,,,,,,,,,,
10:10:13,as,,,,,,,,,,
10:10:14,,,,,,,,,,,
10:10:15,,,,,,,,,,,
10:10:16,,,,,,,,,,,
10:10:17,,ff,,,,,,,,,
10:10:18,,as,,,,,,,,,
10:10:19,,,,,,,,,,,
10:10:20,,,as,,,,,,,,
10:10:21,,,,,,,,,,,
10:10:22,,,,,,,,,,,
10:10:23,,,,,,,,,,,
10:10:24,,,h,as,,,,,,,
10:10:25,af,,,,,,,,,,
10:10:26,,af,,h,,,,,,,
,,,,,,,,a,ff2,2,
,,,,,,,,,,,27
10:44:13,fs,fs,,,,,,,,,
10:44:14,,,,,,,,,,,
10:44:15,,,,,,,,,,,
10:44:16,,,,,,,,,,,
10:44:17,,,,,,,,,,,
10:44:18,,,,,,,,,,,
10:44:19,,,,,,,,,,,
10:44:20,,,,,,,,,,,
10:44:21,,,,,,,,,,,
10:44:22,,,,,,,,,,,
10:44:23,ff,,,,,,,,,,
10:44:24,fs,ff,,,,,,,,,
10:44:25,,fs,,,,,,,,,
10:44:26,,,,,,,,,,,
10:44:27,,,,,,,,,,,
10:44:28,,,,,,,,,,,
10:44:29,,,,,,,,,,,
10:45:00,,ff,,,,,,,,,
10:45:01,ff,bs,,,,,,,,,
10:45:02,bs,,,,,,,,,,
10:45:03,,,,,,,,,,,
10:45:04,,,,,,,,,,,
10:45:05,,,,,,,,,,,
10:45:06,bf,,,,,,,,,,
10:45:07,fs,,,,,,,,,,
10:45:08,,,,,,,,,,,
10:45:09,,,,,,,,,,,
10:45:10,,,,,,,,,,,
10:45:11,,,,,,,,,,,
10:45:12,,bf,,,,,,,,,
10:45:13,,as,,,,,,,,,
10:45:14,,,,,,,,,,,
10:45:15,ff,,,,,,,,,,
10:45:16,as,,,,,,,,,,
10:45:17,,,as,,,,,,,,
10:45:18,,,,as,,,,,,,
10:45:19,,,h,,,,,,,,
10:45:20,,,,h,,,,,,,
10:45:21,,,,,,,,,,,
10:45:22,,,,,,,,,,,
10:45:23,af,af,,,,,,,,,
,,,,,,,,b,bbffb,,
,,,,,,,,,,,28
10:57:04,fs,fs,,,,,,,,,
10:57:05,,,,,,,,,,,
10:57:06,,,,,,,,,,,
10:57:07,,,,,,,,,,,
10:57:08,,,,,,,,,,,
10:57:09,ff,,,,,,,,,,
10:57:10,as,,,,,,,,,,
10:57:11,,,,,,,,,,,
10:57:12,,ff,,,,,,,,,
10:57:13,,as,,,,,,,,,
10:57:14,,,,,,,,,,,
10:57:15,,,,,,,,,,,
10:57:16,,,,,,,,,,,
10:57:17,,,as,,,,,,,,
10:57:18,,,,,,,,,,,
10:57:19,,,,as,,,,,,,
10:57:20,,,h,,,,,,,,
10:57:21,,,,,,,,,,,
10:57:22,af,,,,,,,,,,
10:57:23,,,,h,,,,,,,
10:57:24,,af,,,,,,,,,
,,,,,,,,b,ffb,,
,,,,,,,,,,,29
11:17:11,fs,fs,,,,,,,,,
11:17:12,,,,,,,,,,,
11:17:13,,,,,,,,,,,
11:17:14,,,,,,,,,,,
11:17:15,,,,,,,,,,,
11:17:16,,,,,,,,,,,
11:17:17,,,,,,,,,,,
11:17:18,,,,,,,,,,,
11:17:19,,,,,,,,,,,
11:17:20,,,,,,,,,,,
11:17:21,ff,,,,,,,,,,
11:17:22,fs,ff,,,,,,,,,
11:17:23,,fs,,,,,,,,,
11:17:24,,,,,,,,,,,
11:17:25,,,,,,,,,,,
11:17:26,,,,,,,,,,,
11:17:27,,,,,,,,,,,
11:17:28,,ff,,,,,,,,,
11:17:29,ff,bs,,,,,,,,,
11:18:00,as,,,,,,,,,,
11:18:01,,,,,,,,,,,
11:18:02,,,,,,,,,,,
11:18:03,,,,,,,,,,,
11:18:04,,,,,,,,,,,
11:18:05,,,,,,,,,,,
11:18:06,af,,,,,,,,,,
11:18:07,,,,,,,,,,,
11:18:08,,,,,,,,,,,
11:18:09,,,,,,,,,,,
11:18:10,,,,,,,,,,,
11:18:11,fs,,,,,,,,,,
11:18:12,,,,,,,,,,,
11:18:13,,,,,,,,,,,
11:18:14,,,,,,,,,,,
11:18:15,,,,,,,,,,,
11:18:16,,,,,,,,,,,
11:18:17,,bf,,,,,,,,,
11:18:18,,bs,,,,,,,,,
11:18:19,,,,,,,,,,,
11:18:20,,,,,,,,,,,
11:18:21,ff,,,,,,,,,,
11:18:22,as,,,,,,,,,,
11:18:23,,,,,,,,,,,
11:18:24,,,,,,,,,,,
11:18:25,,,,,,,,,,,
11:18:26,,,,,,,,,,,
11:18:27,,bf,,,,,,,,,
11:18:28,,,,,,,,,,,
11:18:29,,,,,,,,,,,
11:19:00,,,as,,,,,,,,
11:19:01,,,,cs,,,,,,,
11:19:02,,,,,,,,,,,
11:19:03,,,,,,,,,,,
11:19:04,,,h,,,,,,,,
11:19:05,,,,h,,,,,,,
11:19:06,af,,,,,,,,,,
,,,,,,,,a,fbbfbf,1,
,,,,,,,,,,,30
11:59:29,,fs,,,,,,,,,
12:00:00,,,,,,,,,,,
12:00:01,,,,,,,,,,,
12:00:02,,,,,,,,,,,
12:00:03,,,,,,,,,,,
12:00:04,fs,,,,,,,,,,
12:00:05,,,,,,,,,,,
12:00:06,,,,,,,,,,,
12:00:07,,,,,,,,,,,
12:00:08,,,,,,,,,,,
12:00:09,,,,,,,,,,,
12:00:10,,,,,,,,,,,
12:00:11,,ff,,,,,,,,,
12:00:12,ff,fs,,,,,,,,,
12:00:13,as,,,,,,,,,,
12:00:14,,,,,,,,,,,
12:00:15,,,,,,,,,,,
12:00:16,,,,,,,,,,,
12:00:17,,,,,,,,,,,
12:00:18,,,,,,,,,,,
12:00:19,,ff,,,,,,,,,
12:00:20,,bs,,,,,,,,,
12:00:21,,,,,,,,,,,
12:00:22,,,,,,,,,,,
12:00:23,,,,,,,,,,,
12:00:24,,,as,,,,,,,,
12:00:25,,,,ps,,,,,,,
12:00:26,af,,,,,,,,,,
12:00:27,,,,,,,,,,,
12:00:28,,,,,,,,,,,
12:00:29,,bf,h,p,,,,,,,
12:01:00,,,,rs,,,,,,,
12:01:01,,,,,,,,,,,
12:01:02,,,,,,,,,,,
12:01:03,,,,,,,,,,,
12:01:04,,,,h,,,,,,,
,,,,,,,,a,fbf,1,
,,,,,,,,,,,31
12:16:11,fs,fs,,,,,,,,,
12:16:12,,,,,,,,,,,
12:16:13,,,,,,,,,,,
12:16:14,,,,,,,,,,,
12:16:15,,,,,,,,,,,
12:16:16,,,,,,,,,,,
12:16:17,,,,,,,,,,,
12:16:18,,,,,,,,,,,
12:16:19,ff,ff,,,,,,,,,
12:16:20,fs,fs,,,,,,,,,
12:16:21,,,,,,,,,,,
12:16:22,,,,,,,,,,,
12:16:23,,,,,,,,,,,
12:16:24,,,,,,,,,,,
12:16:25,,,,,,,,,,,
12:16:26,ff,,,,,,,,,,
12:16:27,bs,,,,,,,,,,
12:16:28,,ff,,,,,,,,,
12:16:29,bf,bs,,,,,,,,,
12:17:00,fs,,,,,,,,,,
12:17:01,,,,,,,,,,,
12:17:02,,,,,,,,,,,
12:17:03,,,,,,,,,,,
12:17:04,,,,,,,,,,,
12:17:05,,,,,,,,,,,
12:17:06,,,,,,,,,,,
12:17:07,,,,,,,,,,,
12:17:08,,,,,,,,,,,
12:17:09,,,,,,,,,,,
12:17:10,ff,bf,,,,,,,,,
12:17:11,as,as,,,,,,,,,
12:17:12,,,,,,,,,,,
12:17:13,,,,,,,,,,,
12:17:14,,,,,,,,,,,
12:17:15,,,,,,,,,,,
12:17:16,,,,as,,,,,,,
12:17:17,,,as,,,,,,,,
12:17:18,,,,h,,,,,,,
12:17:19,af,,,,,,,,,,
12:17:20,,,h,,,,,,,,
12:17:21,,,,,,,,,,,
12:17:22,,,,,,,,,,,
12:17:23,,af,,,,,,,,,
,,,,,,,,a,bbff1,1,
,,,,,,,,,,,32
12:29:29,fs,fs,,,,,,,,,
12:30:00,,,,,,,,,,,
12:30:01,,,,,,,,,,,
12:30:02,,,,,,,,,,,
12:30:03,,,,,,,,,,,
12:30:04,,,,,,,,,,,
12:30:05,,,,,,,,,,,
12:30:06,,,,,,,,,,,
12:30:07,,,,,,,,,,,
12:30:08,,,,,,,,,,,
12:30:09,ff,,,,,,,,,,
12:30:10,as,ff,,,,,,,,,
12:30:11,,fs,,,,,,,,,
12:30:12,,,,,,,,,,,
12:30:13,,,,,,,,,,,
12:30:14,,ff,,,,,,,,,
12:30:15,,as,,,,,,,,,
12:30:16,,,as,,,,,,,,
12:30:17,,,,,,,,,,,
12:30:18,,,,,,,,,,,
12:30:19,,,h,as,,,,,,,
12:30:20,,,,,,,,,,,
12:30:21,,,,,,,,,,,
12:30:22,af,af,,h,,,,,,,
,,,,,,,,b,ffb,,
,,,,,,,,,,,33
12:44:06,,fs,,,,,,,,,
12:44:07,,,,,,,,,,,
12:44:08,fs,,,,,,,,,,
12:44:09,,,,,,,,,,,
12:44:10,,,,,,,,,,,
12:44:11,,,,,,,,,,,
12:44:12,,,,,,,,,,,
12:44:13,,,,,,,,,,,
12:44:14,,,,,,,,,,,
12:44:15,,,,,,,,,,,
12:44:16,ff,ff,,,,,,,,,
12:44:17,fs,fs,,,,,,,,,
12:44:18,,,,,,,,,,,
12:44:19,,,,,,,,,,,
12:44:20,,,,,,,,,,,
12:44:21,,,,,,,,,,,
12:44:22,,ff,,,,,,,,,
12:44:23,ff,bs,,,,,,,,,
12:44:24,bs,,,,,,,,,,
12:44:25,,,,,,,,,,,
12:44:26,,,,,,,,,,,
12:44:27,bf,,,,,,,,,,
12:44:28,fs,,,,,,,,,,
12:44:29,,,,,,,,,,,
12:45:00,,,,,,,,,,,
12:45:01,,,,,,,,,,,
12:45:02,,,,,,,,,,,
12:45:03,,,,,,,,,,,
12:45:04,,bf,,,,,,,,,
12:45:05,ff,as,,,,,,,,,
12:45:06,as,,,,,,,,,,
12:45:07,,,,,,,,,,,
12:45:08,,,,as,,,,,,,
12:45:09,,,,,,,,,,,
12:45:10,,,as,,,,,,,,
12:45:11,,,,,,,,,,,
12:45:12,,,h,h,,,,,,,
12:45:13,af,,,,,,,,,,
12:45:14,,,,,,,,,,,
12:45:15,,,,,,,,,,,
12:45:16,,,,,,,,,,,
12:45:17,,af,,,,,,,,,
,,,,,,,,a,bbff1,1,
,,,,,,,,,,,34
13:15:23,fs,fs,,,,,,,,,
13:15:24,,,,,,,,,,,
13:15:25,,,,,,,,,,,
13:15:26,,,,,,,,,,,
13:15:27,,,,,,,,,,,
13:15:28,,,,,,,,,,,
13:15:29,,,,,,,,,,,
13:16:00,,,,,,,,,,,
13:16:01,ff,ff,,,,,,,,,
13:16:02,fs,fs,,,,,,,,,
13:16:03,,,,,,,,,,,
13:16:04,,,,,,,,,,,
13:16:05,,,,,,,,,,,
13:16:06,,,,,,,,,,,
13:16:07,,ff,,,,,,,,,
13:16:08,,as,,,,,,,,,
13:16:09,ff,,,,,,,,,,
13:16:10,,,,,,,,,,,
13:16:11,,,,,,,,,,,
13:16:12,fs,,,,,,,,,,
13:16:13,,,ps,as,,,,,,,
13:16:14,,,,,,,,,,,
13:16:15,,,,,,,,,,,
13:16:16,,,p,,,,,,,,
13:16:17,,af,rs,h,,,,,,,
13:16:18,,,,,,,,,,,
13:16:19,,,,,,,,,,,
13:16:20,,,,,,,,,,,
13:16:21,,,,,,,,,,,
13:16:22,,,rf,,,,,,,,
13:16:23,,,,,,,,,,,
13:16:24,ff,,,,,,,,,,
,,,,,,,,a,bff,2,
,,,,,,,,,,,35
13:34:08,fs,fs,,,,,,,,,
13:34:09,,,,,,,,,,,
13:34:10,,,,,,,,,,,
13:34:11,,,,,,,,,,,
13:34:12,,,,,,,,,,,
13:34:13,,,,,,,,,,,
13:34:14,,,,,,,,,,,
13:34:15,,,,,,,,,,,
13:34:16,,,,,,,,,,,
13:34:17,ff,,,,,,,,,,
13:34:18,as,,,,,,,,,,
13:34:19,,,,,,,,,,,
13:34:20,,,,,,,,,,,
13:34:21,,ff,,,,,,,,,
13:34:22,,as,,,,,,,,,
13:34:23,,,,,,,,,,,
13:34:24,,,,,,,,,,,
13:34:25,,,as,,,,,,,,
13:34:26,,,,as,,,,,,,
13:34:27,,,,,,,,,,,
13:34:28,,,,,,,,,,,
13:34:29,,,h,,,,,,,,
13:35:00,af,,,h,,,,,,,
13:35:01,,af,,,,,,,,,
,,,,,,,,b,ffb,,
,,,,,,,,,,,36
13:46:00,fs,fs,,,,,,,,,
13:46:01,,,,,,,,,,,
13:46:02,,,,,,,,,,,
13:46:03,,,,,,,,,,,
13:46:04,,,,,,,,,,,
13:46:05,,,,,,,,,,,
13:46:06,,,,,,,,,,,
13:46:07,,,,,,,,,,,
13:46:08,ff,,,,,,,,,,
13:46:09,as,,,,,,,,,,
13:46:10,,,,,,,,,,,
13:46:11,,ff,,,,,,,,,
13:46:12,,as,,,,,,,,,
13:46:13,,,,,,,,,,,
13:46:14,,,,,,,,,,,
13:46:15,,,,,,,,,,,
13:46:16,,,,,,,,,,,
13:46:17,,,as,,,,,,,,
13:46:18,,,,,,,,,,,
13:46:19,,,h,as,,,,,,,
13:46:20,af,,,,,,,,,,
13:46:21,,,,h,,,,,,,
13:46:22,,af,,,,,,,,,
,,,,,,,,a,ff1,1,
