time,foot1,foot2,hand1,hand2,pos1,pos2,ground,result,flow,score,bout,
,,,,,,,,a,bfbbfa,1,,
,,,,,,,,,,,31,
12:39:06,fs,,,,,,,,,,,
12:39:07,,,,,,,,,,,,
12:39:08,,fs,,,,,,,,,,
12:39:09,,,,,,,,,,,,
12:39:10,,,,,,,,,,,,
12:39:11,,,,,,,,,,,,
12:39:12,,,,,,,,,,,,
12:39:13,,,,,,,,,,,,
12:39:14,,,,,,,,,,,,
12:39:15,,,,,,,,,,,,
12:39:16,ff,ff,,,,,,,,,,
12:39:17,fs,as,,,,,,,,,,
12:39:18,,,,,,,,,,,,
12:39:19,,,,,,,,,,,,
12:39:20,,,,,,,,,,,,
12:39:21,,,,,,,,,,,,
12:39:22,ff,,,,,,,,,,,
12:39:23,as,,,,,,,,,,,
12:39:24,,,,,,,,,,,,
12:39:25,,,,,,,,,,,,
12:39:26,,,as,as,,,,,,,,
12:39:27,,,,,,,,,,,,
12:39:28,,,,,,,,,,,,
12:39:29,,,h,h,,,,,,,,
12:40:00,af,af,,,,,,,,,,
,,,,,,,,b,ffb,,,
,,,,,,,,,,,32,
13:11:14,fs,,,,,,,,,,,
13:11:15,,,,,,,,,,,,
13:11:16,,,,,,,,,,,,
13:11:17,,fs,,,,,,,,,,
13:11:18,,,,,,,,,,,,
13:11:19,,,,,,,,,,,,
13:11:20,,,,,,,,,,,,
13:11:21,,,,,,,,,,,,
13:11:22,,,,,,,,,,,,
13:11:23,,,,,,,,,,,,
13:11:24,,ff,,,,,,,,,,
13:11:25,ff,as,,,,,,,,,,
13:11:26,as,,,,,,,,,,,
13:11:27,,,,,,,,,,,,
13:11:28,,,,,,,,,,,,
13:11:29,,,,,,,,,,,,
13:12:00,,,,,,,,,,,,
13:12:01,,,,,,,,,,,,
13:12:02,,,,,,,,,,,,
13:12:03,,,,,,,,,,,,
13:12:04,,,as,as,,,,,,,,
13:12:05,,,,,,,,,,,,
13:12:06,,,h,h,,,,,,,,
13:12:07,,,,,,,,,,,,
13:12:08,af,af,,,,,,,,,,
,,,,,,,,b,ffb,,,
,,,,,,,,,,,33,
13:20:29,fs,,,,,,,,,,,
13:21:00,,fs,,,,,,,,,,
13:21:01,,,,,,,,,,,,
13:21:02,,,,,,,,,,,,
13:21:03,,,,,,,,,,,,
13:21:04,,,,,,,,,,,,
13:21:05,,,,,,,,,,,,
13:21:06,,,,,,,,,,,,
13:21:07,,,,,,,,,,,,
13:21:08,,,,,,,,,,,,
13:21:09,ff,ff,,,,,,,,,,
13:21:10,as,as,,,,,,,,,,
13:21:11,,,,,,,,,,,,
13:21:12,,,,,,,,,,,,
13:21:13,,,,,,,,,,,,
13:21:14,,,,,,,,,,,,
13:21:15,,,,,,,,,,,,
13:21:16,,,as,as,,,,,,,,
13:21:17,,,,,,,,,,,,
13:21:18,,,,,,,,,,,,
13:21:19,,,h,,,,,,,,,
13:21:20,af,,,h,,,,,,,,
13:21:21,,,,,,,,,,,,
13:21:22,,af,,,,,,,,,,
,,,,,,,,b,ffb,,,
,,,,,,,,,,,34,
13:33:11,fs,,,,,,,,,,,
13:33:12,,,,,,,,,,,,
13:33:13,,fs,,,,,,,,,,
13:33:14,,,,,,,,,,,,
13:33:15,,,,,,,,,,,,
13:33:16,,,,,,,,,,,,
13:33:17,,,,,,,,,,,,
13:33:18,,,,,,,,,,,,
13:33:19,ff,,,,,,,,,,,
13:33:20,fs,,,,,,,,,,,
13:33:21,,ff,,,,,,,,,,
13:33:22,,fs,,,,,,,,,,
13:33:23,,,,,,,,,,,,
13:33:24,,,,,,,,,,,,
13:33:25,,,,,,,,,,,,
13:33:26,,,,,,,,,,,,
13:33:27,,,,,,,,,,,,
13:33:28,ff,ff,,,,,,,,,,
13:33:29,as,bs,,,,,,,,,,
13:34:00,,,,,,,,,,,,
13:34:01,,bf,as,,,,,,,,,
13:34:02,,,,,,,,,,,,
13:34:03,,,,,,,,,,,,
13:34:04,,,,,,,,,,,,
13:34:05,,,,ps,,,,,,,,
13:34:06,af,,,,,,,,,,,
13:34:07,,,,,,,,,,,,
13:34:08,,,h,pf,,,,,,,,
13:34:09,,,,as,,,,,,,,
13:34:10,,,,,,,,,,,,
13:34:11,,,,h,,,,,,,,
,,,,,,,,a,fbf,1,,
,,,,,,,,,,,35,
13:53:04,fs,,,,,,,,,,,
13:53:05,,fs,,,,,,,,,,
13:53:06,,,,,,,,,,,,
13:53:07,,,,,,,,,,,,
13:53:08,,,,,,,,,,,,
13:53:09,,,,,,,,,,,,
13:53:10,,,,,,,,,,,,
13:53:11,,,,,,,,,,,,
13:53:12,,ff,,,,,,,,,,
13:53:13,ff,fs,,,,,,,,,,
13:53:14,as,,,,,,,,,,,
13:53:15,,,,,,,,,,,,
13:53:16,,,,,,,,,,,,
13:53:17,,,,,,,,,,,,
13:53:18,,,,,,,,,,,,
13:53:19,,,,,,,,,,,,
13:53:20,,ff,,,,,,,,,,
13:53:21,,bs,,,,,,,,,,
13:53:22,,,as,,,,,,,,,
13:53:23,,,,,,,,,,,,
13:53:24,,,,,,,,,,,,
13:53:25,af,,,,,,,,,,,
13:53:26,,,,,,,,,,,,
13:53:27,,,,,,,,,,,,
13:53:28,,bf,,ps,,,,,,,,
13:53:29,,,,,,,,,,,,
13:54:00,,,af,p,,,,,,,,
13:54:01,,,,rs,,,,,,,,
13:54:02,,,,,,,,,,,,
13:54:03,,,,,,,,,,,,
13:54:04,,,,h,,,,,,,,
,,,,,,,,r,fbr,2,,
,,,,,,,,,,,36,
14:11:29,fs,,,,,,,,,,,
14:12:00,,,,,,,,,,,,
14:12:01,,fs,,,,,,,,,,
14:12:02,,,,,,,,,,,,
14:12:03,,,,,,,,,,,,
14:12:04,,,,,,,,,,,,
14:12:05,,,,,,,,,,,,
14:12:06,,,,,,,,,,,,
14:12:07,,,,,,,,,,,,
14:12:08,,,,,,,,,,,,
14:12:09,ff,,,,,,,,,,,
14:12:10,fs,,,,,,,,,,,
14:12:11,,,,,,,,,,,,
14:12:12,,,,,,,,,,,,
14:12:13,,,,,,,,,,,,
14:12:14,,,,,,,,,,,,
14:12:15,,,,,,,,,,,,
14:12:16,ff,ff,,,,,,,,,,
14:12:17,as,,,,,,,,,,,
14:12:18,,,,,,,,,,,,
14:12:19,,,as,,,,,,,,,
14:12:20,,,,,,,,,,,,
14:12:21,,,,,,,,,,,,
14:12:22,,as,,,,,,,,,,
14:12:23,,,,,,,,,,,,
14:12:24,af,,,,,,,,,,,
14:12:25,,,,as,,,,,,,,
14:12:26,,,h,,,,,,,,,
14:12:27,,,,,,,,,,,,
14:12:28,,,,,,,,,,,,
14:12:29,,,,,,,,,,,,
14:13:00,,af,,,,,,,,,,
14:13:01,,,,af,,,,,,,,
,,,,,,,,a,ff1,1,,
,,,,,,,,,,,37,
14:49:19,fs,,,,,,,,,,,
14:49:20,,fs,,,,,,,,,,
14:49:21,,,,,,,,,,,,
14:49:22,,,,,,,,,,,,
14:49:23,,,,,,,,,,,,
14:49:24,,,,,,,,,,,,
14:49:25,,,,,,,,,,,,
14:49:26,,,,,,,,,,,,
14:49:27,ff,,,,,,,,,,,
14:49:28,fs,,,,,,,,,,,
14:49:29,,,,,,,,,,,,
14:50:00,,ff,,,,,,,,,,
14:50:01,,as,,,,,,,,,,
14:50:02,,,,,,,,,,,,
14:50:03,,,,,,,,,,,,
14:50:04,,,,,,,,,,,,
14:50:05,,,,,,,,,,,,
14:50:06,ff,,,,,,,,,,,
14:50:07,bs,,,as,,,,,,,,
14:50:08,,,,,,,,,,,,
14:50:09,,,,,,,,,,,,
14:50:10,,,,,,,,,,,,
14:50:11,,,ps,,,,,,,,,
14:50:12,,af,,,,,,,,,,
14:50:13,,,p,hp,,,,,,,,
14:50:14,,,rs,,,,,,,,,
14:50:15,,,,,,,,,,,,
14:50:16,,,,,,,,,,,,
14:50:17,,,,,,,,,,,,
14:50:18,,,,,,,,,,,,
14:50:19,bf,bs,rf,,,,,,,,,
14:50:20,bs,,,,,,,,,,,
14:50:21,,,,,,,,,,,,
14:50:22,,,,,,,,,,,,
14:50:23,,,,,,,,,,,,
14:50:24,,,,,,,,,,,,
14:50:25,,,,,,,,,,,,
14:50:26,,,,,,,,,,,,
14:50:27,,,,,,,,,,,,
14:50:28,,,,,,,,,,,,
14:50:29,,,,,,,,,,,,
14:51:00,,bf,,,,,,,,,,
14:51:01,,bs,,,,,,,,,,
14:51:02,,,,,,,,,,,,
14:51:03,,,,,,,,,,,,
14:51:04,,,,,,,,,,,,
14:51:05,,,,,,,,,,,,
14:51:06,,,,,,,,,,,,
14:51:07,,,,,,,,,,,,
14:51:08,,,,,,,,,,,,
14:51:09,,,,,,,,,,,,
14:51:10,,bf,,,,,,,,,,
14:51:11,,fs,,,,,,,,,,
14:51:12,,,,,,,,,,,,
14:51:13,,,,,,,,,,,,
14:51:14,,,,,,,,,,,,
14:51:15,,,,,,,,,,,,
14:51:16,,,,,,,,,,,,
14:51:17,,,,,,,,,,,,
14:51:18,,,,,,,,,,,,
14:51:19,,,,,,,,,,,,
14:51:20,,,,,,,,,,,,
14:51:21,,,,,,,,,,,,
14:51:22,bs,ff,,,,,,,,,,
14:51:23,,,,,,,,,,,,
14:51:24,,,,,,,,,,,,
14:51:25,,,,,,,,,,,,
14:51:26,,bs,,,,,,,,,,
14:51:27,,,,,,,,,,,,
14:51:28,,,,,,,,,,,,
14:51:29,bf,,,,,,,,,,,
14:52:00,,,,,,,,,,,,
14:52:01,,,,,,,,,,,,
14:52:02,,ff,,,,,,,,,,
14:52:03,,,,,,,,,,,,
14:52:04,,,,,,,,,,,,
14:52:05,,,,,,,,,,,,
14:52:06,,,,,,,,,,,,
14:52:07,,,,,,,,,,,,
14:52:08,,,,,,,,,,,,
14:52:09,,,,,,,,,,,,
14:52:10,,,,,,,,,,,,
14:52:11,bs,fs,,,,,,,,,,
14:52:12,,,,,,,,,,,,
14:52:13,,,,,,,,,,,,
14:52:14,,,,,,,,,,,,
14:52:15,,,,,,,,,,,,
14:52:16,,,,,,,,,,,,
14:52:17,,,,,,,,,,,,
14:52:18,,,,,,,,,,,,
14:52:19,,,,,,,,,,,,
14:52:20,,,,,,,,,,,,
14:52:21,bf,,,,,,,,,,,
14:52:22,bs,,,,,,,,,,,
14:52:23,,,,,,,,,,,,
14:52:24,,,,,,,,,,,,
14:52:25,,,,,,,,,,,,
14:52:26,,,,,,,,,,,,
14:52:27,,,,,,,,,,,,
14:52:28,,,,,,,,,,,,
14:52:29,bf,ff,,,,,,,,,,
14:53:00,bs,fs,,,,,,,,,,
14:53:01,,,,,,,,,,,,
14:53:02,,,,,,,,,,,,
14:53:03,,,,,,,,,,,,
14:53:04,,,,,,,,,,,,
14:53:05,,,,,,,,,,,,
14:53:06,,,,,,,,,,,,
14:53:07,bf,,,,,,,,,,,
14:53:08,bs,,,,,,,,,,,
14:53:09,,ff,,,,,,,,,,
14:53:10,,fs,,,,,,,,,,
14:53:11,,,,,,,,,,,,
14:53:12,,,,,,,,,,,,
14:53:13,,,,,,,,,,,,
14:53:14,,,,,,,,,,,,
14:53:15,bf,,,,,,,,,,,
14:53:16,bs,,,,,,,,,,,
14:53:17,,ff,,,,,,,,,,
14:53:18,,bs,,,,,,,,,,
14:53:19,,,,,,,,,,,,
14:53:20,,,,,,,,,,,,
14:53:21,,,,,,,,,,,,
14:53:22,,,,,,,,,,,,
14:53:23,,bf,,,,,,,,,,
14:53:24,bf,fs,,,,,,,,,,
14:53:25,fs,,,,,,,,,,,
14:53:26,,,,,,,,,,,,
14:53:27,,,,,,,,,,,,
14:53:28,,,,,,,,,,,,
14:53:29,,,,,,,,,,,,
14:54:00,,,,,,,,,,,,
14:54:01,,,,,,,,,,,,
14:54:02,,,,,,,,,,,,
14:54:03,ff,,,,,,,,,,,
14:54:04,bs,,,,,,,,,,,
14:54:05,,,,,,,,,,,,
14:54:06,,,,,,,,,,,,
14:54:07,,,,,,,,,,,,
14:54:08,,,,,,,,,,,,
14:54:09,,,,,,,,,,,,
14:54:10,,,,,,,,,,,,
14:54:11,,ff,,,,,,,,,,
14:54:12,,fs,,,,,,,,,,
14:54:13,,,,,,,,,,,,
14:54:14,,,,,,,,,,,,
14:54:15,,,,,,,,,,,,
14:54:16,,,,,,,,,,,,
14:54:17,,,,,,,,,,,,
14:54:18,,,,,,,,,,,,
14:54:19,,,,,,,,,,,,
14:54:20,,,,,,,,,,,,
14:54:21,bf,,,,,,,,,,,
14:54:22,bs,,,,,,,,,,,
14:54:23,,,,,,,,,,,,
14:54:24,,,,,,,,,,,,
14:54:25,,,,,,,,,,,,
14:54:26,,,,,,,,,,,,
14:54:27,,ff,,,,,,,,,,
14:54:28,,bs,,,,,,,,,,
14:54:29,,,,,,,,,,,,
14:55:00,,,,,,,,,,,,
14:55:01,bf,bf,,,,,,,,,,
14:55:02,fs,fs,,,,,,,,,,
14:55:03,,,,,,,,,,,,
14:55:04,,,,,,,,,,,,
14:55:05,,,,,,,,,,,,
14:55:06,,,,,,,,,,,,
14:55:07,,,,,,,,,,,,
14:55:08,,,,,,,,,,,,
14:55:09,,,,,,,,,,,,
14:55:10,,,,,,,,,,,,
14:55:11,,,,,,,,,,,,
14:55:12,ff,,cs,,,,,,,,,
14:55:13,,,,,,,,,,,,
14:55:14,,,,,,,,,,,,
14:55:15,,,,,,,,,,,,
14:55:16,,,,,,,,,,,,
14:55:17,,ff,h,,,,,,,,,
,,,,,,,,c,bfbbfc,1,,
