time,foot1,foot2,hand1,hand2,pos1,pos2,ground,result,flow,score,bout,
5:09:24,as,bs,,,,,,,,,,
5:09:25,,,,,,,,,,,,
5:09:26,,,,,,,,,,,,
5:09:27,,,,,,,,,,,,
5:09:28,,,,,,,,,,,,
5:09:29,,as,,,,,,,,,,
5:10:00,,,,,,,,,,,,
5:10:01,af,,,as,,,,,,,,
5:10:02,,,as,,,,,,,,,
5:10:03,,,,,,,,,,,,
5:10:04,,,,,,,,,,,,
5:10:05,,af,h,h,,,,,,,,
,,,,,,,,a,ff1,1,,2拉开了一下但裁判认为1还是一次进攻
,,,,,,,,,,,17,
6:39:25,fs,,,,,,,,,,,
6:39:26,,fs,,,,,,,,,,
6:39:27,,,,,,,,,,,,
6:39:28,,,,,,,,,,,,
6:39:29,,,,,,,,,,,,
6:40:00,,,,,,,,,,,,
6:40:01,,,,,,,,,,,,
6:40:02,,,,,,,,,,,,
6:40:03,,,,,,,,,,,,
6:40:04,,ff,,,,,,,,,,
6:40:05,ff,fs,,,,,,,,,,
6:40:06,fs,,,,,,,,,,,
6:40:07,,,,,,,,,,,,
6:40:08,,,,,,,,,,,,
6:40:09,,,,,,,,,,,,
6:40:10,,,,,,,,,,,,
6:40:11,,,,,,,,,,,,
6:40:12,ff,,,,,,,,,,,
6:40:13,as,ff,,,,,,,,,,
6:40:14,,bs,,,,,,,,,,
6:40:15,,,,,,,,,,,,
6:40:16,,,,,,,,,,,,
6:40:17,,,as,,,,,,,,,
6:40:18,,,,,,,,,,,,
6:40:19,,,,,,,,,,,,
6:40:20,af,,,,,,,,,,,
6:40:21,,,,,,,,,,,,
6:40:22,,,,,,,,,,,,
6:40:23,,,,,,,,,,,,
6:40:24,,,af,,,,,,,,,
6:40:25,,bf,,,,,,,,,,
6:40:26,,bs,,,,,,,,,,
6:40:27,,,,,,,,,,,,
6:40:28,,,,,,,,,,,,
6:40:29,,,,,,,,,,,,
6:41:00,,,,,,,,,,,,
6:41:01,,,,,,,,,,,,
6:41:02,,,,,,,,,,,,
6:41:03,,bf,,,,,,,,,,
6:41:04,,bs,,,,,,,,,,
6:41:05,,,,,,,,,,,,
6:41:06,,,,,,,,,,,,
6:41:07,,,,,,,,,,,,
6:41:08,fs,,,,,,,,,,,
6:41:09,,,,,,,,,,,,
6:41:10,,,,,,,,,,,,
6:41:11,,,,,,,,,,,,
6:41:12,,,,,,,,,,,,
6:41:13,,,,,,,,,,,,
6:41:14,,,,,,,,,,,,
6:41:15,,,,,,,,,,,,
6:41:16,,,,,,,,,,,,
6:41:17,,,,,,,,,,,,
6:41:18,,bf,,,,,,,,,,
6:41:19,,bs,,,,,,,,,,
6:41:20,,,,,,,,,,,,
6:41:21,,,,,,,,,,,,
6:41:22,,,,,,,,,,,,
6:41:23,,,,,,,,,,,,
6:41:24,,,,,,,,,,,,
6:41:25,ff,,,,,,,,,,,
6:41:26,fs,,,,,,,,,,,
6:41:27,,,,,,,,,,,,
6:41:28,,bf,,,,,,,,,,
6:41:29,,fs,,,,,,,,,,
6:42:00,,,,,,,,,,,,
6:42:01,,,,,,,,,,,,
6:42:02,,,,,,,,,,,,
6:42:03,,,,,,,,,,,,
6:42:04,,,,,,,,,,,,
6:42:05,,,,,,,,,,,,
6:42:06,,,,,,,,,,,,
6:42:07,,,,,,,,,,,,
6:42:08,,,,,,,,,,,,
6:42:09,,,,,,,,,,,,
6:42:10,ff,,,,,,,,,,,
6:42:11,,,,,,,,,,,,
6:42:12,,,,,,,,,,,,
6:42:13,,,,,,,,,,,,
6:42:14,,,,,,,,,,,,
6:42:15,,,,,,,,,,,,
6:42:16,,,,,,,,,,,,
6:42:17,,,,,,,,,,,,
6:42:18,,,,,,,,,,,,
6:42:19,,,,,,,,,,,,
6:42:20,,,,,,,,,,,,
6:42:21,,,,,,,,,,,,
6:42:22,,ff,,,,,,,,,,
6:42:23,,fs,,,,,,,,,,
6:42:24,,,,,,,,,,,,
6:42:25,,,,,,,,,,,,
6:42:26,,,,,,,,,,,,
6:42:27,,,,,,,,,,,,
6:42:28,,,,,,,,,,,,
6:42:29,,,,,,,,,,,,
6:43:00,,,,,,,,,,,,
6:43:01,,ff,,,,,,,,,,
6:43:02,,bs,,,,,,,,,,
6:43:03,,,,,,,,,,,,
6:43:04,,,,,,,,,,,,
6:43:05,,,,,,,,,,,,
6:43:06,,,,,,,,,,,,
6:43:07,,,,,,,,,,,,
6:43:08,,,,,,,,,,,,
6:43:09,,,,,,,,,,,,
6:43:10,,bf,,,,,,,,,,
6:43:11,,fs,,,,,,,,,,
6:43:12,,,,,,,,,,,,
6:43:13,,,,,,,,,,,,
6:43:14,,,,,,,,,,,,
6:43:15,,,,,,,,,,,,
6:43:16,,,,,,,,,,,,
6:43:17,,,,,,,,,,,,
6:43:18,,,,,,,,,,,,
6:43:19,bs,,,,,,,,,,,
6:43:20,,,,,,,,,,,,
6:43:21,,,,,,,,,,,,
6:43:22,,,,,,,,,,,,
6:43:23,,,,,,,,,,,,
6:43:24,,,,,,,,,,,,
6:43:25,,,,,,,,,,,,
6:43:26,,,,,,,,,,,,
6:43:27,,,,,,,,,,,,
6:43:28,,,,,,,,,,,,
6:43:29,,,,,,,,,,,,
6:44:00,,ff,,,,,,,,,,
6:44:01,,fs,,,,,,,,,,
6:44:02,,,,,,,,,,,,
6:44:03,,,,,,,,,,,,
6:44:04,,,,,,,,,,,,
6:44:05,,,,,,,,,,,,
6:44:06,,,,,,,,,,,,
6:44:07,,ff,,,,,,,,,,
6:44:08,,fs,,,,,,,,,,
6:44:09,,,,,,,,,,,,
6:44:10,bf,,,,,,,,,,,
6:44:11,bs,,,,,,,,,,,
6:44:12,,,,,,,,,,,,
6:44:13,,,,,,,,,,,,
6:44:14,,,,,,,,,,,,
6:44:15,,ff,,,,,,,,,,
6:44:16,,fs,,,,,,,,,,
6:44:17,,,,,,,,,,,,
6:44:18,,,,,,,,,,,,
6:44:19,,,,,,,,,,,,
6:44:20,,,,,,,,,,,,
6:44:21,,,,,,,,,,,,
6:44:22,,,,,,,,,,,,
6:44:23,bf,,,,,,,,,,,
6:44:24,bs,,,,,,,,,,,
6:44:25,,,,,,,,,,,,
6:44:26,,,,,,,,,,,,
6:44:27,,,,,,,,,,,,
6:44:28,,,,,,,,,,,,
6:44:29,,,,,,,,,,,,
6:45:00,,ff,,,,,,,,,,
6:45:01,,fs,,,,,,,,,,
6:45:02,,,,,,,,,,,,
6:45:03,,,,,,,,,,,,
6:45:04,,,,,,,,,,,,
6:45:05,bf,,,,,,,,,,,
6:45:06,bs,,,,,,,,,,,
6:45:07,,,,,,,,,,,,
6:45:08,,,,,,,,,,,,
6:45:09,,,,,,,,,,,,
6:45:10,,,,,,,,,,,,
6:45:11,,ff,,,,,,,,,,
6:45:12,,fs,,,,,,,,,,
6:45:13,,,,,,,,,,,,
6:45:14,,,,,,,,,,,,
6:45:15,,,,,,,,,,,,
6:45:16,,,,,,,,,,,,
6:45:17,bf,,,,,,,,,,,
6:45:18,bs,,,,,,,,,,,
6:45:19,,,,,,,,,,,,
6:45:20,,,,,,,,,,,,
6:45:21,,,,,,,,,,,,
6:45:22,,,,,,,,,,,,
6:45:23,,,,,,,,,,,,
6:45:24,,ff,,,,,,,,,,
6:45:25,,fs,,,,,,,,,,
6:45:26,,,,,,,,,,,,
6:45:27,bf,,,,,,,,,,,
6:45:28,bs,,,,,,,,,,,
6:45:29,,,,,,,,,,,,
6:46:00,,,,,,,,,,,,
6:46:01,bf,,,,,,,,,,,
6:46:02,,,,,,,,,,,,
6:46:03,,,,,,,,,,,,
6:46:04,,,,,,,,,,,,
6:46:05,,,,,,,,,,,,
6:46:06,,,,,,,,,,,,
6:46:07,,ff,,,,,,,,,,
6:46:08,,as,ps,,,,,,,,,
6:46:09,,,,,,,,,,,,
6:46:10,,,,as,,,,,,,,
6:46:11,,,,,,,,,,,,
6:46:12,,af,pf,h,,,,,,,,
,,,,,,,,a,fbbbff,2,,
,,,,,,,,,,,18,
7:05:10,fs,,,,,,,,,,,
7:05:11,,,,,,,,,,,,
7:05:12,,fs,,,,,,,,,,
7:05:13,,,,,,,,,,,,
7:05:14,,,,,,,,,,,,
7:05:15,,,,,,,,,,,,
7:05:16,,,,,,,,,,,,
7:05:17,,,,,,,,,,,,
7:05:18,,,,,,,,,,,,
7:05:19,ff,,,,,,,,,,,
7:05:20,fs,,,,,,,,,,,
7:05:21,,ff,,,,,,,,,,
7:05:22,,fs,,,,,,,,,,
7:05:23,,,,,,,,,,,,
7:05:24,,,,,,,,,,,,
7:05:25,,,,,,,,,,,,
7:05:26,,,,,,,,,,,,
7:05:27,,,,,,,,,,,,
7:05:28,,,,,,,,,,,,
7:05:29,ff,,,,,,,,,,,
7:06:00,bs,,,,,,,,,,,
7:06:01,,ff,ps,,,,,,,,,
7:06:02,,as,,,,,,,,,,
7:06:03,,,,,,,,,,,,
7:06:04,,,,,,,,,,,,
7:06:05,,,,,,,,,,,,
7:06:06,,,pf,,,,,,,,,
7:06:07,,,cs,as,,,,,,,,
7:06:08,,,,,,,,,,,,
7:06:09,,,,,,,,,,,,
7:06:10,,,,,,,,,,,,
7:06:11,bf,af,,h,,,,,,,,
7:06:12,,,,,,,,,,,,
7:06:13,,,h,,,,,,,,,
,,,,,,,,a,bff,2,,
,,,,,,,,,,,19,
7:20:17,fs,,,,,,,,,,,
7:20:18,,,,,,,,,,,,
7:20:19,,,,,,,,,,,,
7:20:20,,fs,,,,,,,,,,
7:20:21,,,,,,,,,,,,
7:20:22,,,,,,,,,,,,
7:20:23,,,,,,,,,,,,
7:20:24,,,,,,,,,,,,
7:20:25,,,,,,,,,,,,
7:20:26,,,,,,,,,,,,
7:20:27,,,,,,,,,,,,
7:20:28,,,,,,,,,,,,
7:20:29,ff,ff,,,,,,,,,,
7:21:00,as,fs,,,,,,,,,,
7:21:01,,,,,,,,,,,,
7:21:02,,,,,,,,,,,,
7:21:03,,,,,,,,,,,,
7:21:04,,,,,,,,,,,,
7:21:05,,,as,,,,,,,,,
7:21:06,,ff,,ps,,,,,,,,
7:21:07,,,,,,,,,,,,
7:21:08,,fs,h,,,,,,,,,
7:21:09,,,,,,,,,,,,
7:21:10,,,,,,,,,,,,
7:21:11,af,,,pf,,,,,,,,
7:21:12,,,,,,,,,,,,
7:21:13,,,,,,,,,,,,
7:21:14,,,,,,,,,,,,
7:21:15,,,,,,,,,,,,
7:21:16,,,,,,,,,,,,
7:21:17,,,,,,,,,,,,
7:21:18,,,,,,,,,,,,
7:21:19,,ff,,,,,,,,,,
,,,,,,,,a,ff1,1,,
,,,,,,,,,,,20,
7:39:14,fs,,,,,,,,,,,
7:39:15,,,,,,,,,,,,
7:39:16,,fs,,,,,,,,,,
7:39:17,,,,,,,,,,,,
7:39:18,,,,,,,,,,,,
7:39:19,,,,,,,,,,,,
7:39:20,,,,,,,,,,,,
7:39:21,,,,,,,,,,,,
7:39:22,,,,,,,,,,,,
7:39:23,,ff,,,,,,,,,,
7:39:24,ff,fs,,,,,,,,,,
7:39:25,fs,,,,,,,,,,,
7:39:26,,,,,,,,,,,,
7:39:27,,,,,,,,,,,,
7:39:28,,,,,,,,,,,,
7:39:29,,,,,,,,,,,,
7:40:00,,,,,,,,,,,,
7:40:01,ff,,,,,,,,,,,
7:40:02,as,,,,,,,,,,,
7:40:03,,,,,,,,,,,,
7:40:04,,ff,,,,,,,,,,
7:40:05,,,,,,,,,,,,
7:40:06,,,,,,,,,,,,
7:40:07,,,,,,,,,,,,
7:40:08,af,,,,,,,,,,,
7:40:09,,,,,,,,,,,,
7:40:10,as,,as,,,,,,,,,
7:40:11,,,,,,,,,,,,
7:40:12,,bs,,,,,,,,,,
7:40:13,,,,,,,,,,,,
7:40:14,,,h,as,,,,,,,,
7:40:15,,,,,,,,,,,,
7:40:16,af,,,,,,,,,,,
7:40:17,,,,,,,,,,,,
7:40:18,,,,h,,,,,,,,
7:40:19,,,,,,,,,,,,
7:40:20,,,,,,,,,,,,
7:40:21,,,,,,,,,,,,
7:40:22,,bf,,,,,,,,,,
,,,,,,,,a,fba,2,,
,,,,,,,,,,,21,
8:23:17,fs,,,,,,,,,,,
8:23:18,,,,,,,,,,,,
8:23:19,,,,,,,,,,,,
8:23:20,,fs,,,,,,,,,,
8:23:21,,,,,,,,,,,,
8:23:22,,,,,,,,,,,,
8:23:23,,,,,,,,,,,,
8:23:24,,,,,,,,,,,,
8:23:25,,,,,,,,,,,,
8:23:26,,,,,,,,,,,,
8:23:27,,ff,,,,,,,,,,
8:23:28,ff,fs,,,,,,,,,,
8:23:29,fs,,,,,,,,,,,
8:24:00,,,,,,,,,,,,
8:24:01,,,,,,,,,,,,
8:24:02,,,,,,,,,,,,
8:24:03,,,,,,,,,,,,
8:24:04,,,,,,,,,,,,
8:24:05,ff,ff,,,,,,,,,,
8:24:06,as,bs,,,,,,,,,,
8:24:07,,,,,,,,,,,,
8:24:08,,,,,,,,,,,,
8:24:09,,,,,,,,,,,,
8:24:10,,bf,as,,,,,,,,,
8:24:11,,bs,,,,,,,,,,
8:24:12,,,,,,,,,,,,
8:24:13,,,,,,,,,,,,
8:24:14,af,,,,,,,,,,,
8:24:15,,,,,,,,,,,,
8:24:16,,,,,,,,,,,,
8:24:17,,,h,,,,,,,,,
8:24:18,,,,,,,,,,,,
8:24:19,,,,,,,,,,,,
8:24:20,,,,,,,,,,,,
8:24:21,,,,,,,,,,,,
8:24:22,,bf,,,,,,,,,,
,,,,,,,,a,fbf,1,,
,,,,,,,,,,,22,
8:35:14,fs,,,,,,,,,,,
8:35:15,,,,,,,,,,,,
8:35:16,,,,,,,,,,,,
8:35:17,,fs,,,,,,,,,,
8:35:18,,,,,,,,,,,,
8:35:19,,,,,,,,,,,,
8:35:20,,,,,,,,,,,,
8:35:21,,,,,,,,,,,,
8:35:22,,,,,,,,,,,,
8:35:23,,,,,,,,,,,,
8:35:24,,ff,,,,,,,,,,
8:35:25,ff,as,,,,,,,,,,
8:35:26,as,,,,,,,,,,,
8:35:27,,,,,,,,,,,,
8:35:28,,,,,,,,,,,,
8:35:29,,,,,,,,,,,,
8:36:00,,,,,,,,,,,,
8:36:01,,,as,,,,,,,,,
8:36:02,,,,as,,,,,,,,
8:36:03,,,,,,,,,,,,
8:36:04,,,,,,,,,,,,
8:36:05,,,h,h,,,,,,,,
8:36:06,af,af,,,,,,,,,,
,,,,,,,,b,ffb,,,
,,,,,,,,,,,23,
8:45:18,fs,,,,,,,,,,,
8:45:19,,,,,,,,,,,,
8:45:20,,fs,,,,,,,,,,
8:45:21,,,,,,,,,,,,
8:45:22,,,,,,,,,,,,
8:45:23,,,,,,,,,,,,
8:45:24,,,,,,,,,,,,
8:45:25,,,,,,,,,,,,
8:45:26,,,,,,,,,,,,
8:45:27,,,,,,,,,,,,
8:45:28,ff,,,,,,,,,,,
8:45:29,as,ff,,,,,,,,,,
8:46:00,,as,,,,,,,,,,
8:46:01,,,,,,,,,,,,
8:46:02,,,,,,,,,,,,
8:46:03,,,,,,,,,,,,
8:46:04,,,,,,,,,,,,
8:46:05,,,as,as,,,,,,,,
8:46:06,,,,,,,,,,,,
8:46:07,,,,h,,,,,,,,
8:46:08,,,,,,,,,,,,
8:46:09,,,,,,,,,,,,
8:46:10,,af,h,,,,,,,,,
8:46:11,af,,,,,,,,,,,
,,,,,,,,b,ffb,,,
,,,,,,,,,,,24,
8:57:17,fs,,,,,,,,,,,
8:57:18,,,,,,,,,,,,
8:57:19,,,,,,,,,,,,
8:57:20,,fs,,,,,,,,,,
8:57:21,,,,,,,,,,,,
8:57:22,,,,,,,,,,,,
8:57:23,,,,,,,,,,,,
8:57:24,,,,,,,,,,,,
8:57:25,,,,,,,,,,,,
8:57:26,,,,,,,,,,,,
8:57:27,,,,,,,,,,,,
8:57:28,,ff,,,,,,,,,,
8:57:29,ff,as,,,,,,,,,,
8:58:00,as,,,,,,,,,,,
8:58:01,,,,,,,,,,,,
8:58:02,,,,,,,,,,,,
8:58:03,,,,,,,,,,,,
8:58:04,,,,,,,,,,,,
8:58:05,,,,as,,,,,,,,
8:58:06,,,,,,,,,,,,
8:58:07,,,as,,,,,,,,,
8:58:08,,,,,,,,,,,,
8:58:09,,,,,,,,,,,,
8:58:10,,,,h,,,,,,,,
8:58:11,,af,h,,,,,,,,,
8:58:12,af,,,,,,,,,,,
,,,,,,,,b,ffb,,,
,,,,,,,,,,,25,
9:08:23,fs,,,,,,,,,,,
9:08:24,,,,,,,,,,,,
9:08:25,,,,,,,,,,,,
9:08:26,,fs,,,,,,,,,,
9:08:27,,,,,,,,,,,,
9:08:28,,,,,,,,,,,,
9:08:29,,,,,,,,,,,,
9:09:00,,,,,,,,,,,,
9:09:01,,,,,,,,,,,,
9:09:02,,,,,,,,,,,,
9:09:03,,,,,,,,,,,,
9:09:04,ff,ff,,,,,,,,,,
9:09:05,fs,as,,,,,,,,,,
9:09:06,,,,,,,,,,,,
9:09:07,,,,,,,,,,,,
9:09:08,,,,,,,,,,,,
9:09:09,,,,,,,,,,,,
9:09:10,ff,,,,,,,,,,,
9:09:11,as,,,,,,,,,,,
9:09:12,,,,,,,,,,,,
9:09:13,,,,,,,,,,,,
9:09:14,,,,,,,,,,,,
9:09:15,,,,,,,,,,,,
9:09:16,,,as,as,,,,,,,,
9:09:17,,,,,,,,,,,,
9:09:18,,af,,,,,,,,,,
9:09:19,af,,,,,,,,,,,
9:09:20,,,,,,,,,,,,
9:09:21,,,,,,,,,,,,
9:09:22,,,,,,,,,,,,
9:09:23,,,h,,,,,,,,,
9:09:24,,,,,,,,,,,,
9:09:25,,,,,,,,,,,,
9:09:26,,,,,,,,,,,,
9:09:27,,,,,,,,,,,,
9:09:28,,,,h,,,,,,,,
,,,,,,,,r,ff1,1,,
,,,,,,,,,,,26,
9:33:19,fs,,,,,,,,,,,
9:33:20,,fs,,,,,,,,,,
9:33:21,,,,,,,,,,,,
9:33:22,,,,,,,,,,,,
9:33:23,,,,,,,,,,,,
9:33:24,,,,,,,,,,,,
9:33:25,,,,,,,,,,,,
9:33:26,,,,,,,,,,,,
9:33:27,,,,,,,,,,,,
9:33:28,,,,,,,,,,,,
9:33:29,,,,,,,,,,,,
9:34:00,ff,,,,,,,,,,,
9:34:01,as,,,,,,,,,,,
9:34:02,,,,,,,,,,,,
9:34:03,,,,,,,,,,,,
9:34:04,,ff,,,,,,,,,,
9:34:05,,as,,,,,,,,,,
9:34:06,,,,,,,,,,,,
9:34:07,,,,,,,,,,,,
9:34:08,,,as,as,,,,,,,,
9:34:09,,,,,,,,,,,,
9:34:10,,,,,,,,,,,,
9:34:11,,,,,,,,,,,,
9:34:12,,,h,h,,,,,,,,
9:34:13,af,af,,,,,,,,,,
,,,,,,,,a,ff2,2,,
,,,,,,,,,,,27,
9:45:16,fs,,,,,,,,,,,
9:45:17,,fs,,,,,,,,,,
9:45:18,,,,,,,,,,,,
9:45:19,,,,,,,,,,,,
9:45:20,,,,,,,,,,,,
9:45:21,,,,,,,,,,,,
9:45:22,,,,,,,,,,,,
9:45:23,,ff,,,,,,,,,,
9:45:24,,fs,,,,,,,,,,
9:45:25,ff,,,,,,,,,,,
9:45:26,fs,,,,,,,,,,,
9:45:27,,,,,,,,,,,,
9:45:28,,,,,,,,,,,,
9:45:29,,,,,,,,,,,,
9:46:00,,ff,,,,,,,,,,
9:46:01,ff,as,,,,,,,,,,
9:46:02,as,,,,,,,,,,,
9:46:03,,,,,,,,,,,,
9:46:04,,,,,,,,,,,,
9:46:05,,,as,as,,,,,,,,
9:46:06,,,,,,,,,,,,
9:46:07,,,h,,,,,,,,,
9:46:08,,,,h,,,,,,,,
9:46:09,,,,,,,,,,,,
9:46:10,af,af,,,,,,,,,,
,,,,,,,,b,ffb,,,
,,,,,,,,,,,28,
10:33:17,fs,fs,,,,,,,,,,
10:33:18,,,,,,,,,,,,
10:33:19,,,,,,,,,,,,
10:33:20,,,,,,,,,,,,
10:33:21,,,,,,,,,,,,
10:33:22,,,,,,,,,,,,
10:33:23,,,,,,,,,,,,
10:33:24,,ff,,,,,,,,,,
10:33:25,ff,as,,,,,,,,,,
10:33:26,fs,,,,,,,,,,,
10:33:27,,,,,,,,,,,,
10:33:28,,,,,,,,,,,,
10:33:29,,,,,,,,,,,,
10:34:00,,,,,,,,,,,,
10:34:01,,,,,,,,,,,,
10:34:02,,,,,,,,,,,,
10:34:03,,,,,,,,,,,,
10:34:04,ff,,,,,,,,,,,
10:34:05,,,,,,,,,,,,
10:34:06,,af,,,,,,,,,,
10:34:07,bs,as,,,,,,,,,,
10:34:08,,,,,,,,,,,,
10:34:09,,,,,,,,,,,,
10:34:10,,,,,,,,,,,,
10:34:11,,,,,,,,,,,,
10:34:12,,,,,,,,,,,,
10:34:13,,,,as,,,,,,,,
10:34:14,,af,as,,,,,,,,,
10:34:15,,,,,,,,,,,,
10:34:16,,,,h,,,,,,,,
10:34:17,,,h,,,,,,,,,
10:34:18,,,,,,,,,,,,
10:34:19,,,,,,,,,,,,
10:34:20,,,,,,,,,,,,
10:34:21,,,,,,,,,,,,
10:34:22,bf,,,,,,,,,,,
,,,,,,,,a,bff,2,,
,,,,,,,,,,,29,
11:25:18,fs,,,,,,,,,,,
11:25:19,,fs,,,,,,,,,,
11:25:20,,,,,,,,,,,,
11:25:21,,,,,,,,,,,,
11:25:22,,,,,,,,,,,,
11:25:23,,,,,,,,,,,,
11:25:24,,,,,,,,,,,,
11:25:25,,ff,,,,,,,,,,
11:25:26,,as,,,,,,,,,,
11:25:27,,,,,,,,,,,,
11:25:28,ff,,,,,,,,,,,
11:25:29,fs,,,,,,,,,,,
11:26:00,,,,,,,,,,,,
11:26:01,,,,,,,,,,,,
11:26:02,,,,,,,,,,,,
11:26:03,,,,,,,,,,,,
11:26:04,,,,,,,,,,,,
11:26:05,,,as,,,,,,,,,
11:26:06,,,,,,,,,,,,
11:26:07,,,,,,,,,,,,
11:26:08,,,,,,,,,,,,
11:26:09,ff,,,,,,,,,,,
11:26:10,,,h,,,,,,,,,
11:26:11,,af,,,,,,,,,,
11:26:12,bs,,,,,,,,,,,
11:26:13,,,,,,,,,,,,
11:26:14,,,,,,,,,,,,
11:26:15,,,,,,,,,,,,
11:26:16,,,,,,,,,,,,
11:26:17,bf,,,,,,,,,,,
,,,,,,,,a,bff,2,,
,,,,,,,,,,,30,
11:44:13,fs,,,,,,,,,,,
11:44:14,,,,,,,,,,,,
11:44:15,,,,,,,,,,,,
11:44:16,,fs,,,,,,,,,,
11:44:17,,,,,,,,,,,,
11:44:18,,,,,,,,,,,,
11:44:19,,,,,,,,,,,,
11:44:20,,,,,,,,,,,,
11:44:21,,,,,,,,,,,,
11:44:22,ff,,,,,,,,,,,
11:44:23,fs,,,,,,,,,,,
11:44:24,,ff,,,,,,,,,,
11:44:25,,fs,,,,,,,,,,
11:44:26,,,,,,,,,,,,
11:44:27,,,,,,,,,,,,
11:44:28,,,,,,,,,,,,
11:44:29,,,,,,,,,,,,
11:45:00,ff,,,,,,,,,,,
11:45:01,bs,ff,,,,,,,,,,
11:45:02,,as,,,,,,,,,,
11:45:03,,,,,,,,,,,,
11:45:04,,,,,,,,,,,,
11:45:05,,,,,,,,,,,,
11:45:06,,,,,,,,,,,,
11:45:07,,,,,,,,,,,,
11:45:08,,,,,,,,,,,,
11:45:09,,,,,,,,,,,,
11:45:10,,,,as,,,,,,,,
11:45:11,,,,,,,,,,,,
11:45:12,,,ps,,,,,,,,,
11:45:13,,af,,,,,,,,,,
11:45:14,,,,,,,,,,,,
11:45:15,,,,,,,,,,,,
11:45:16,bf,,pf,af,,,,,,,,
11:45:17,bs,,rs,,,,,,,,,
11:45:18,,,,,,,,,,,,
11:45:19,,,rf,,,,,,,,,
11:45:20,,,,,,,,,,,,
11:45:21,,,,,,,,,,,,
11:45:22,,,,,,,,,,,,
11:45:23,,,,,,,,,,,,
11:45:24,,,,,,,,,,,,
11:45:25,,,,,,,,,,,,
11:45:26,,,,,,,,,,,,
11:45:27,,,,,,,,,,,,
11:45:28,,,,,,,,,,,,
11:45:29,bf,,,,,,,,,,,
11:46:00,bs,,,,,,,,,,,
11:46:01,,,,,,,,,,,,
11:46:02,,,,,,,,,,,,
11:46:03,,,,,,,,,,,,
11:46:04,,,,,,,,,,,,
11:46:05,,,,,,,,,,,,
11:46:06,,,,,,,,,,,,
11:46:07,,,,,,,,,,,,
11:46:08,,,,,,,,,,,,
11:46:09,,,,,,,,,,,,
11:46:10,,,,,,,,,,,,
11:46:11,,,,,,,,,,,,
11:46:12,bf,,,,,,,,,,,
11:46:13,bs,,,,,,,,,,,
11:46:14,,,,,,,,,,,,
11:46:15,,,,,,,,,,,,
11:46:16,,,,,,,,,,,,
11:46:17,,fs,,,,,,,,,,
11:46:18,,,,,,,,,,,,
11:46:19,,,,,,,,,,,,
11:46:20,,,,,,,,,,,,
11:46:21,,,,,,,,,,,,
11:46:22,,,,,,,,,,,,
11:46:23,bf,,,,,,,,,,,
11:46:24,bs,,,,,,,,,,,
11:46:25,,ff,,,,,,,,,,
11:46:26,,fs,,,,,,,,,,
11:46:27,,,,,,,,,,,,
11:46:28,,,,,,,,,,,,
11:46:29,,,,,,,,,,,,
11:47:00,,,,,,,,,,,,
11:47:01,,,,,,,,,,,,
11:47:02,,,,,,,,,,,,
11:47:03,,,,,,,,,,,,
11:47:04,,,,,,,,,,,,
11:47:05,,,,,,,,,,,,
11:47:06,bf,,,,,,,,,,,
11:47:07,bs,,,,,,,,,,,
11:47:08,,,,,,,,,,,,
11:47:09,,ff,,,,,,,,,,
11:47:10,,fs,,,,,,,,,,
11:47:11,,,,,,,,,,,,
11:47:12,,,,,,,,,,,,
11:47:13,,,,,,,,,,,,
11:47:14,,,,,,,,,,,,
11:47:15,,,,,,,,,,,,
11:47:16,,,,,,,,,,,,
11:47:17,bf,,,,,,,,,,,
11:47:18,bs,,,,,,,,,,,
11:47:19,,,,,,,,,,,,
11:47:20,,,,,,,,,,,,
11:47:21,,ff,,,,,,,,,,
11:47:22,,bs,,,,,,,,,,
11:47:23,,,,,,,,,,,,
11:47:24,,,,,,,,,,,,
11:47:25,,,,,,,,,,,,
11:47:26,,,,,,,,,,,,
11:47:27,,,,,,,,,,,,
11:47:28,,bf,,,,,,,,,,
11:47:29,,fs,,,,,,,,,,
11:48:00,,,,,,,,,,,,
11:48:01,bf,,,,,,,,,,,
11:48:02,fs,,,,,,,,,,,
11:48:03,,,,,,,,,,,,
11:48:04,,,,,,,,,,,,
11:48:05,,,,,,,,,,,,
11:48:06,,,,,,,,,,,,
11:48:07,ff,,,,,,,,,,,
11:48:08,bs,,,,,,,,,,,
11:48:09,,,,,,,,,,,,
11:48:10,,,,,,,,,,,,
11:48:11,,,,,,,,,,,,
11:48:12,,,,,,,,,,,,
11:48:13,,,,,,,,,,,,
11:48:14,,,,,,,,,,,,
11:48:15,,,,,,,,,,,,
11:48:16,bf,,,,,,,,,,,
11:48:17,bs,ff,,,,,,,,,,
11:48:18,,as,,,,,,,,,,
11:48:19,,,,,,,,,,,,
11:48:20,,,,,,,,,,,,
11:48:21,,,,,,,,,,,,
11:48:22,,,,,,,,,,,,
11:48:23,,,,,,,,,,,,
11:48:24,,,,,,,,,,,,
11:48:25,,,,,,,,,,,,
11:48:26,,,,,,,,,,,,
11:48:27,,,,,,,,,,,,
11:48:28,,,,,,,,,,,,
11:48:29,,,,,,,,,,,,
11:49:00,,,,,,,,,,,,
11:49:01,,,,,,,,,,,,
11:49:02,,af,,as,,,,,,,,
11:49:03,,,,,,,,,,,,
11:49:04,,,,,,,,,,,,
11:49:05,,,as,,,,,,,,,
11:49:06,,,,,,,,,,,,
11:49:07,,,,h,,,,,,,,
11:49:08,bf,,h,,,,,,,,,
